;Index;name;min_salary;max_salary;company;published_at;description;conditions;requirement;responsibility;key_skills;id;days;city_Екатеринбург;city_Москва;city_Новосибирск;city_Санкт-Петербург;city_Тюмень;min_experience_0;min_experience_1;min_experience_3;min_experience_6;schedule_Гибкий график;schedule_Полный день;schedule_Удаленная работа;employment_Полная занятость;employment_Проектная работа;employment_Стажировка;employment_Частичная занятость; 1С: Предприятие 8;1С программирование; 1С: Управление Торговлей; 1С программирование; 1С: Документооборот; 1С: Зарплата и управление персоналом;1С: Бухгалтерия; 1С: Управление Производственным Предприятием; 1C: Бухгалтерия; PHP;Другие навыки
20;47;Web-программист на Bitrix;2.0;2.0;РостБизнесКонсалт;2019-11-19T08:13:54+0300;  Ищем разработчика на фултайм в офис. Работа на крупном проекте. Трудиться нужно будет в отделе маркетинга: молодая команда из 12 человек. 3 разработчика (помогут, подскажут по сложным задачам). Если не хватает каких-то знаний или умений - подтяните свои скилы на проекте, научитесь новому. Мы - лидеры России в сфере дополнительного профессионального образования. Спрос на услуги нашей компании есть всегда, так как наши продукты необходимы клиентам в соответствии с законодательством. По итогам года более 38000 человек прошли обучение в нашем учебном центре, аттестовано более 9000 специалистов, более 1000 клиентов ежемесячно делают свой выбор в пользу нашей компании! Обязанности:  Разработка новых проектов на Bitrix Поддержка существующих проектов на Bitrix Разработка и поддержка сайтов группы компаний. Оптимизация сайтов под требования поисковых систем (скорость загрузки, структура и т.д.) Подключение плагинов, программирование форм. Верстка сайтов по макетам. Доработка верстки существующих сайтов.    Требования:  Владение PHP / Javascript / CSS. Знание Bitrix на уровне разработчика. Уверенная работа с Bitrix Framework. Понимание основ ООП. Опыт работы с базами данных MySQL/MariaDB. Работа с Git    Приветствуется:  Наличие сертификатов: Разработчик Bitrix Framework и др. Опыт работы хотя-бы с одним из PHP фреймворков. Умение работать с менеджером пакетов Composer. Умение работать с Linux консолью. Умение работать с одним из препроцеcсоров: LESS/SASS/SCSS.    Условия:  Официальное трудоустройство, полный соц.пакет Достойный уровень дохода, предложение делается индивидуально успешному кандидату Своевременная выплата з/платы 2 раза в месяц Индексация заработной платы Офис в центре города, комфортное рабочее место, кухня для сотрудников Работа только на территории работодателя Пятидневная рабочая неделя (пн - пт, есть возможность выбрать время начала рабочего дня: с 8.00, 8.30, 9.00 и с 10.00, пятница - короткий день), 3 перерыва в течение дня Отсутствие дресс-кода ;  Официальное трудоустройство, полный соц.пакет Достойный уровень дохода, предложение делается индивидуально успешному кандидату Своевременная выплата з/платы 2 раза в месяц Индексация заработной платы Офис в центре города, комфортное рабочее место, кухня для сотрудников Работа только на территории работодателя Пятидневная рабочая неделя (пн - пт, есть возможность выбрать время начала рабочего дня: с 8.00, 8.30, 9.00 и с 10.00, пятница - короткий день), 3 перерыва в течение дня Отсутствие дресс-кода ;Владение PHP / Javascript / CSS. Знание Bitrix на уровне <highlighttext>разработчика</highlighttext>. Уверенная работа с Bitrix Framework. Понимание основ ООП. Опыт работы с...;Разработка новых проектов на Bitrix. Поддержка существующих проектов на Bitrix. Разработка и поддержка сайтов группы компаний. Оптимизация сайтов под требования...;"MySQL; JavaScript; Git; Linux; PHP";135;0.037037037037037035;0;0;0;0;1;1;0;0;0;0;1;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0
21;64;Программист 1С;1.0;2.0;РУСОЙЛ;2019-11-18T15:17:03+0300;"Обязанности:  сопровождение программных продуктов 1С (конфигурации 1C:БУХ, 1С:ЗУП, 1С:УПП); разработка функционала по техническому заданию. обновление модифицированных конфигураций, создание отчетов и обработок, переносы данных, переходы на новые конфигурации обучение и консультирование пользователей.  Требования:  владение программой 1С, опыт программирования образование и стаж работы 1-3 года  Условия:  Официальное трудоустройство Оплата труда обсуждается индивидуально ";  Официальное трудоустройство Оплата труда обсуждается индивидуально ;Владение программой 1С, опыт программирования. Образование и стаж работы 1-3 года.;Сопровождение программных продуктов 1С (конфигурации 1C:БУХ, 1С:ЗУП, 1С:УПП). Разработка функционала по техническому заданию. ;" 1С: Предприятие 8;1С программирование; 1С: Управление Торговлей; 1С программирование; 1С: Документооборот";137;0.07407407407407407;0;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
22;17;Программист 1С;2.0;2.0;ГК Уралхозторг;2019-11-20T15:44:33+0300;"ГК Уралхозторг - оптовый поставщик хозяйственных товаров для дома и дачи - приглашаем на работу  программиста 1 С. Команда компании работает на рынке Уральского федерального округа с 1995 г. Мы продаем оптом хозяйственные товары, товары для сада, дома, дачи, а также печное литье, замки, дверную и мебельную фурнитуру. Нашими клиентами являются более 2000 компаний Уральского федерального округа (УрФО): региональные оптовики, оптовые базы, рынки, сетевые, строительные, мебельные магазины и магазины садово-огородной тематики. Ассортимент более 15 000 позиций, 5 собственных торговых марок. Наш персонал - важен для нас! Если Вы увлеченный специалист, стремящийся добиваться результата, мы приглашаем Вас в свою команду! КЛЮЧЕВЫЕ ЗАДАЧИ:   анализ требований пользователей;   доработка конфигураций 1 С под нужды заказчика;   консультирование пользователей по текущему функционалу;   разбор ошибок пользователей, поиск причин и способов устранения.   ПОЖЕЛАНИЯ К КАНДИДАТАМ:   опыт сопровождения систем на базе 1С 8.3;   знание типовой конфигурации 1С: Управление торговлей, Розница, Бухгалтерия;   знание конвертации данных 2;   умение общаться с пользователями, формализовать проблему.   МЫ РАДЫ ПРЕДЛОЖИТЬ ВАМ:  официальное трудоустройство, соц. пакет по ТК РФ; профессиональный рост; заработная плата (до 100 000 руб,, рассматриваются ожидания кандидатов); гибкий график работы.   ";;Опыт сопровождения систем на базе 1С 8.3. Знание типовой конфигурации 1С: Управление торговлей, Розница, Бухгалтерия. ;Анализ требований пользователей. Доработка конфигураций 1 С под нужды заказчика. Консультирование пользователей по текущему функционалу. Разбор ошибок пользователей, поиск причин...;" 1С: Предприятие 8;1С программирование; 1С: Управление Торговлей; 1С программирование; 1С: Документооборот";139;0.0;1;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
23;20;Программист 1C;2.0;2.0;РИГЕЛЬ РИТЕЙЛ;2019-11-18T06:04:01+0300;В сеть магазинов «ПивоПей» требуется Программист 1С. Обязанности:  Доработка 1С под потребности компании, программирование и внедрение всех изменений. Оптимизация расчетов в программе 1С. Создание и изменение новых документов, справочников, обработок, отчетов. Разработка и отладка программного кода: написание программного кода, проверка и отладка программного кода (качественное, читаемое оформление). Разработка и настройка в рабочее состояние механизмов обмена данными между конфигурациями 1С и другими программами. Обновление типовых и изменённых конфигураций. Оценка и согласование сроков выполнения поставленных задач. Решение проблем, возникающих в ходе работы программы (полнота отображения данных). Консультирование пользователей по работе в 1С: бухгалтерия, снабжение, розничные магазины.  Требования:  Высшее образование. Опыт работы по программированию в среде 1С платформы 8.3 от 3 лет: торговые (дистрибьюторские) компании, торговые сети, компании-разработчики. Умение разбираться в чужом коде, а также разбираться с записями БД. Базовые знания бухгалтерского и налогового учета, хорошее знание типового функционала 1С: УТ, 1С: Розница 2.2. Опыт интеграции 1C с внешними системами. Опыт работы с конвертацией данных и иными способами интеграции и обмена информации. Личные качества: системность, исполнительность, ответственность, нацеленность на результат.  Мы предлагаем Вам:  Трудоустройство согласно ТК РФ. Достойный уровень зарплаты. Дружный коллектив, интересные задачи! ;;...3 от 3 лет: торговые (дистрибьюторские) компании, торговые сети, компании-<highlighttext>разработчики</highlighttext>. Умение разбираться в чужом коде, а также разбираться с...;Доработка 1С под потребности компании, программирование и внедрение всех изменений. Оптимизация расчетов в программе 1С. Создание и изменение...;"1С программирование; 1С: Управление Производственным Предприятием; 1С: Бухгалтерия; Обновление конфигурации 1С; 1С: Управление Торговлей";141;0.07407407407407407;0;0;1;0;0;0;0;1;0;0;1;0;1;0;0;0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0
24;95;Программист 1С;2.0;2.0;Автоград Центр;2019-11-13T09:47:24+0300;Требуются программисты разного уровня (junior, middle, Senjor), в т.ч. и веб-разработчики. В зависимости от уровня профессионализма обсуждаются пожелания кандидатов по з.п. Мы можем предоставить много интересных задач и возможность развиваться в профессиональном плане и достойную заработную плату.   Требуемый опыт работы: 1–3 года Полная занятость, полный день Должностные обязанности: • Разработка программного обеспечения на базе 1С с интеграцией к WEB,Python   Требования: • Образование: высшее, неоконченное высшее, среднее • Стаж работы: от трех лет, или не менее 1 года программирования 1:С. • Владение ПК: профессиональное • Личностные качества: аналитическое мышление, быстрая обучаемость, ответственность, целеустремленность, добросовестность, аккуратность и пунктуальность. Профессиональные качества: • 1C Предприятие 8.3 • Умение разбираться в чужом коде • Понимание, создание и изменение бизнес-процессов • WEB-сервисы 1C • Запросы 1С и SQL (обязательно) • Python, JS, Websockets и пр. (приветствуется) • Опыт работы с Linux (приветствуется) • Опыт работы с WebRTC (приветствуется)   Условия: • Отличный профессиональный коллектив , возможность профессионального развития и самореализации, карьерного роста. • Трудоустройство официальное, корпоративные мероприятия и спорт.; • Отличный профессиональный коллектив , возможность профессионального развития и самореализации, карьерного роста. • Трудоустройство официальное, корпоративные мероприятия и спорт.;Образование: высшее, неоконченное высшее, среднее. Стаж работы: от трех лет, или не менее 1 года программирования 1:С. ;Разработка программного обеспечения на базе 1С с интеграцией к WEB,Python.;"1С программирование; JavaScript; MySQL; Python";150;0.25925925925925924;0;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
25;4;Программист 1С;1.0;2.0;ДИО-Консалт;2019-11-20T10:11:41+0300;"ООО ДИО-Консалт - официальный партнер фирмы 1С, с удовольствием примет в свою команду талантливых специалистов!Мы занимаемся продажами, обучением и сопровождением во всем известной сфере - программных продуктов 1С, отличающихся широкой популярностью, высочайшим качеством и динамичным развитием! Обязанности:  Администрирование программных продуктов 1С; Написание доработок и обновление конфигураций 1С; Программирование по техническому заданию; Поддержка и консультация пользователей; Участие в масштабных и интересных проектах.  Требования:  Опыт в области разработки на 1С: Предприятие 8.2/8.3; Отличные знания языков программирования; Наличие сертификатов 1С и/или желание их получить; Внимательность к деталям, ответственность, умение работать с большим объемом информации, стремление к саморазвитию.  Преимущества работы у нас:  Дружная и профессиональная команда объединенная общей миссией и ценностями; Достойный оклад + премии, бонусы и надбавки; Поддержка опытных коллег; Профессиональный рост, внутреннее обучение, доступ к корпоративной библиотеке 1С, получение сертификатов 1С за счет компании; Официальное трудоустройство, полный соц. пакет; Пятидневная рабочая неделя с 9 до 18 с плавающим обедом; Уютный светлый офис, комфортная зона отдыха, позитивная атмосфера, корпоративные мероприятия и выезды.  Мы находимся в г. Тюмень, и также рассматриваем кандидатов на удаленную занятость или готовых к переезду.    ";;Опыт в области разработки на 1С: Предприятие 8.2/8.3. Отличные знания языков программирования. Наличие сертификатов 1С...;Администрирование программных продуктов 1С. Написание доработок и обновление конфигураций 1С. Программирование по техническому заданию. Поддержка и консультация пользователей. ;"1С: Предприятие 8; 1С программирование; 1С: Документооборот; Обновление конфигурации 1С; Cистемы управления базами данных; Работа в команде; 1С: Предприятие; 1С: Торговля; 1С: Управление Торговлей";153;0.0;0;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
26;24;Программист 1С;1.0;2.0;ГК ТюмБИТ;2019-10-29T10:55:43+0300;"Задачи:  Участие в разработке и внедрении программного обеспечения в сфере здравоохранения (ООО 1С-Медицина-Регион); Программирование в среде 1С: Предприятие 8; Работа с техническими заданиями через консультантов 1С, т.е. без общения с клиентами; Выполнение сложных и интересных задач  Мы ищем сотрудника с:  Образованием: высшее/ неполное высшее Знанием основ программирования на платформе 1С Стремлением к профессиональному росту Высокой работоспособностью и стрессоустойчивостью Умением работать в коллективе  Мы предлагаем:  Интересные и разносторонние задачи. Стабильная‚ официальная‚ конкурентоспособная заработная плата. Пятидневная рабочая неделя, рабочий день: 9:00-18:00 Оформление по ТК РФ. Уютный офис в центре города. Молодой и дружный коллектив из профессионалов своего дела; Возможности обучения и сертификации для сотрудников компании Корпоративные мероприятия ";"  Интересные и разносторонние задачи. Стабильная‚ официальная‚ конкурентоспособная заработная плата. Пятидневная рабочая неделя, рабочий день: 9:00-18:00 Оформление по ТК РФ. Уютный офис в центре города. Молодой и дружный коллектив из профессионалов своего дела; Возможности обучения и сертификации для сотрудников компании Корпоративные мероприятия ";Образованием: высшее/ неполное высшее. Знанием основ программирования на платформе 1С. Стремлением к профессиональному росту. Высокой работоспособностью и стрессоустойчивостью. ;Участие в разработке и внедрении программного обеспечения в сфере здравоохранения (ООО 1С-Медицина-Регион). Программирование в среде 1С...;"1С программирование; 1С: Предприятие 8; 1С: Медицина";157;0.8148148148148148;0;0;0;0;1;1;0;0;0;0;1;0;1;0;0;0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
27;65;Web-разработчик на Bitrix;1.0;2.0;Ай Ти Констракт;2019-11-20T07:19:15+0300;"Хватит сидеть на попе ровно. Приходи в крутую компанию работать над сложными задачами! (их много и мы готовы поделиться) Работа в стабильной компании, лидере партнерской сети 1С-Битрикс, где рядом с тобой сидят настоящие профессионалы, а зарплата своевременна и не ограничена по потолку.   Что у нас есть:  отличные условия для профессионального роста: отлаженная система обучения, помощь коллег, возможность проходить профессиональные курсы. Мы – как Xzibit: научились прокачивать программистов за короткий срок; интересные разнообразные задачи, которые не дадут устать от рутины. Чем круче ваш уровень, тем круче задачи вам достаются; реально дружный коллектив, позитивная рабочая атмосфера; комфортные рабочие условия; справедливая система вознаграждения, которая чётко коррелирует с вашим профессиональным уровнем; зарплата всегда вовремя, как швейцарские часы; всегда приветствуются инициативы по улучшениям; адекватное руководство; трудоустройство согласно ТК РФ, социальный пакет; офис рядом с ТРК Горский, 500 метров от метро: хватает, чтобы размяться, но не хватает, чтобы устать от дороги.    Чего у нас нет:  лишней бюрократии; принуждения работать до потери пульса: у нас стандартный 8-часовой рабочий день с перерывом на обед 1 час.    Все это можно увидеть своими глазами, если прийти к нам на собеседование.   Что нужно делать:  разработка и доработка проектов и сервисов на основе CMS 1C-Битрикс; выполнение сопровождения сайтов в рамках абонентского обслуживания и разовых обращений; разработка модулей для 1C-Битрикс; участие в архитектурном проектировании сайтов; интеграция сайтов с различными сторонними сервисами (1С, платежные системы, кассы и пр.).    Что ждем от вас:  знание и опыт разработки на 1С-Битрикс; хорошее знание PHP (в том числе ООП); хорошее знание MySQL, понимание принципов оптимизации запросов БД; знание HTML/CSS/JS/jQuery. Верстать не нужно, но какие-то мелочи надо уметь сделать самостоятельно; опыт работы с системами контроля версий. Мы используем git на наших проектах.    Если вы опытный разработчик и не знаете Битрикс, но хотите узнать, тоже приходите – научим.";;Знание и опыт разработки на 1С-Битрикс. Хорошее знание PHP (в том числе ООП). Хорошее знание MySQL, понимание принципов...;Разработка и доработка проектов и сервисов на основе CMS 1C-Битрикс. Выполнение сопровождения сайтов в рамках абонентского обслуживания и...;"1С-Битрикс; PHP; HTML; CSS; JavaScript; PHP5; MySQL; Git";159;0.0;0;0;1;0;0;0;1;0;0;0;1;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0
28;81;Программист 1C/специалист технической поддержки;2.0;2.0;ГазОйл;2019-11-18T09:25:00+0300;"Обязанности:  техническая поддержка пользователей по программным продуктам: УПП 1.3, ЗУП 2.5, ЗУП 3.1, БП 3.0; поиск и устранение ошибок в существующих механизмах, обменах, поддержка обменов. Чем, в основном, будет заниматься: 1. получить задачу от пользователя; 2. выполнить; 3. проинформировать пользователя.   Требования:  высшее техническое образование; знание 1С: Предприятие ( УПП 1.3, ЗУП 2.5, ЗУП 3.1, БП 3.0); знание конфигурации Конвертация данных 2.1; умение читать чужой код; желательно базовые знания бух. учета.  Условия:  место работы - в одном из офисов: г. Новосибирск, ул. Толмачевская или г. Барнаул, ул. Северо-Западная ; график работы пятидневный с 08.00 до 17.00 ч.; при наличии результатов в работе на протяжении 6 мес. возможно в дальнейшем перейти на работу в режиме home-office. ";"  место работы - в одном из офисов: г. Новосибирск, ул. Толмачевская или г. Барнаул, ул. Северо-Западная ; график работы пятидневный с 08.00 до 17.00 ч.; при наличии результатов в работе на протяжении 6 мес. возможно в дальнейшем перейти на работу в режиме home-office. ";Высшее техническое образование. Знание 1С: Предприятие ( УПП 1.3, ЗУП 2.5, ЗУП 3.1, БП 3.0). ;Техническая поддержка пользователей по программным продуктам: УПП 1.3, ЗУП 2.5, ЗУП 3.1, БП 3.0. ;"1С: Бухгалтерия; 1С: Предприятие 8; 1С: Зарплата и управление персоналом; 1С: Документооборот; 1С: Розница";164;0.07407407407407407;0;0;1;0;0;1;0;0;0;0;1;0;1;0;0;0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0
29;32;Программист-разработчик 1С (Junior);2.0;1.0;Деньги на дом;2019-11-20T12:12:44+0300;Обязанности:  Доработка и сопровождение типовых (БП, ЗУП) конфигураций на платформе 1С 8.x Работа и взаимодействие с внешними сервисами и программными модулями Сопровождение и разработка конфигурации на базе 1С, написанной с 0 и взаимодействие ее с управленческой бухгалтерией. Расширение функционала, разработка новых модулей, отчетов и обработок. Сопровождение и консультирование внутренних пользователей.  Требования:  Высшее образование. Рассмотрим начинающих специалистов, готовых учиться, набираться опыта. Опыт программирования на платформе 1С 8.x желателен Опыт работы с базами данных Опыт работы в сети партнеров 1С: Франчайзинг - приветствуется Наличие своего портфолио (примеры своего «кода» в среде 1С) Обучаемость и исполнительность  Условия:  Работа в комфортном офисе в Центре города. Оформление и социальный пакет согласно ТК РФ. Компенсация мобильной связи. ;  Работа в комфортном офисе в Центре города. Оформление и социальный пакет согласно ТК РФ. Компенсация мобильной связи. ;Высшее образование. Рассмотрим начинающих специалистов, готовых учиться, набираться опыта. Опыт программирования на платформе 1С 8.x желателен. ;Доработка и сопровождение типовых (БП, ЗУП) конфигураций на платформе 1С 8.x. Работа и взаимодействие с внешними сервисами и...;"1С: Бухгалтерия; 1С программирование; 1С: Предприятие 8; 1С: Документооборот";186;0.0;0;0;0;1;0;1;0;0;0;0;1;0;1;0;0;0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0
30;67;Старший программист 1С;1.0;1.0;РитейлСервис Автоматизация;2019-11-20T09:44:29+0300;"Обязанности:  Работа над внутренним проектом компании. Автоматизация предприятий на платформе 8. Решение поставленных задач путем внесения изменений в программный код 1С конфигурации. Участие во внедрении 1С:Предприятия у клиента. Составление технической документации. Написание обработок и отчетов. Обновление типовых и нетиповых конфигураций, установка ПП 1С.    Требования:  Опыт работы с базами данных. Знание основ бухгалтерского учета. Знание языка структурированных запросов SQL на профессиональном уровне (опыт написания сложных запросов, триггеров, хранимых процедур). Знание типовых конфигураций 1С. Управление торговлей и 1С.Розница на уровне администратора. Знание политики лицензирования 1С, представление о работе платформы, регистрах, ключах и прочее. Знание встроенного языка 1С: Предприятия 8; опыт администрирование 1С. Наличие сертификатов 1С: Профессионал, Специалист приветствуется. Вежливое, располагающее общение, хорошо поставленная грамотная речь. Самоорганизованность.    Условия:  Заработная плата - оклад + премия. Официальное трудоустройство. Сертификация за счет компании. Профессиональный и карьерный рост. Постоянная работа в Новосибирске, возможность выезда в командировки приветствуется. ";  Заработная плата - оклад + премия. Официальное трудоустройство. Сертификация за счет компании. Профессиональный и карьерный рост. Постоянная работа в Новосибирске, возможность выезда в командировки приветствуется. ;Опыт работы с базами данных. Знание основ бухгалтерского учета. Знание языка структурированных запросов SQL на профессиональном уровне (опыт написания сложных...;Работа над внутренним проектом компании. Автоматизация предприятий на платформе 8. Решение поставленных задач путем внесения изменений в программный код 1...;" 1С: Предприятие 8;1С программирование; 1С: Управление Торговлей; 1С программирование; 1С: Документооборот";192;0.0;0;0;1;0;0;0;0;1;0;0;1;0;1;0;0;0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
31;33;Программист 1С;1.0;1.0;Первый Бит;2019-11-20T08:40:40+0300;Если Вы ищите работу программистом в хорошей компании и коллективом, то эта вакансия для Вас! Мы предлагаем:  График работы понедельник-пятница с 9:00 до 18:00. Дружный и позитивный коллектив. Удобное месторасположение - наш офис находится в центре города. Официальное трудоустройство.  Что требуется:  Знание типовых конфигураций 1С (наличие сертификата Специалист по платформе 1С 8.2-8.3 приветствуется). Опыт программирования в среде 1С от 2х лет. Стремление к профессиональному росту.  Ваши обязанности:  Участвовать в крупных проектах внедрения и доработках ПП 1С, типовых и не типовых конфигураций. Обеспечение качественного внедрения программ 1C у клиентов компании. Доработка конфигураций 1С, интеграция 1С с другими системами. Создание собственных решений и разработок. Участвовать в проектах внедрения и доработках ПП 1С, типовых и не типовых конфигураций. Сложные обновления, переносы данных, переходы на новые конфигурации.  Ждем Ваши резюме!  ;  График работы понедельник-пятница с 9:00 до 18:00. Дружный и позитивный коллектив. Удобное месторасположение - наш офис находится в центре города. Официальное трудоустройство.  Что требуется:  Знание типовых конфигураций 1С (наличие сертификата Специалист по платформе 1С 8.2-8.3 приветствуется). Опыт программирования в среде 1С от 2х лет. Стремление к профессиональному росту.  Ваши обязанности:  Участвовать в крупных проектах внедрения и доработках ПП 1С, типовых и не типовых конфигураций. Обеспечение качественного внедрения программ 1C у клиентов компании. Доработка конфигураций 1С, интеграция 1С с другими системами. Создание собственных решений и разработок. Участвовать в проектах внедрения и доработках ПП 1С, типовых и не типовых конфигураций. Сложные обновления, переносы данных, переходы на новые конфигурации.  Ждем Ваши резюме!  ;"Знание типовых конфигураций 1С (наличие сертификата &quot;Специалист&quot; по платформе 1С 8.2-8.3 приветствуется). Опыт программирования в...";Участвовать в крупных проектах внедрения и доработках ПП 1С, типовых и не типовых конфигураций. Обеспечение качественного внедрения программ 1...;"1С программирование; 1C: Бухгалтерия; 1С: Предприятие 8; 1С: Документооборот; 1С: Управление Торговлей";194;0.0;0;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0
32;64;Программист 1С;2.0;1.0;Уральский дизель-моторный завод;2019-11-19T06:34:51+0300;"Обязанности:  администрирование 1С; обновление конфигурации; участие в описании бизнес-процессов; решение проблем пользователей 1С на предприятии.  Требования:  опыт самостоятельного программирования 1С опыт работы с конфигурацией УПП; понимание принципов бухгалтерского, финансового и складского учета.  Условия:  официальное трудоустройство; социальный пакет согласно ТК РФ; частичная компенсация расходов на аренду жилья/оплату детского сада; график работы: 8:00-16:40; место работы: Эльмаш. ";"  официальное трудоустройство; социальный пакет согласно ТК РФ; частичная компенсация расходов на аренду жилья/оплату детского сада; график работы: 8:00-16:40; место работы: Эльмаш. ";Опыт самостоятельного программирования 1С. Опыт работы с конфигурацией УПП. Понимание принципов бухгалтерского, финансового и складского учета.;Администрирование 1С. Обновление конфигурации. Участие в описании бизнес-процессов. Решение проблем пользователей 1С на предприятии.;" 1С: Предприятие 8;1С программирование; 1С: Управление Торговлей; 1С программирование; 1С: Документооборот";195;0.037037037037037035;1;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
33;59;Помощник программиста 1С;0.0;1.0;НПК Эксперт;2019-11-18T09:16:47+0300;Группа компаний «Эксперт» - динамично развивающийся многопрофильный холдинг. Компания работает на рынке более 15 лет, занимается комплексными поставками комплектующих для радиоэлектронной промышленности, контрактным производством электроники, а также производством систем дистанционного управления освещением. Филиалы компании расположены в городах: Москва, Новосибирск, Томск, Гонконг, Шанхай (КНР). Требования к кандидату:  Общий опыт работы от 1 года Опыт разработки на платформе 1с 8.х будет преимуществом. Ответственность, обучаемость, нацеленность на результат.  Обязанности:  Разработка на платформе 1с 8.2/8.3 Поддержка и сопровождение конфигураций Управление торговлей, Бухгалтерия предприятия, ЗУП Консультирование пользователей.  Условия работы:  Полная/частичная занятость Комфортные условия труда чай, кофе, печеньки за счет компании офис в 10 мин. ходьбы от ст.м. Речной Вокзал ;;Общий опыт работы от 1 года. Опыт разработки на платформе 1с 8.х будет преимуществом. Ответственность, обучаемость, нацеленность на...;Разработка на платформе 1с 8.2/8.3. Поддержка и сопровождение конфигураций Управление торговлей, Бухгалтерия предприятия, ЗУП. Консультирование пользователей.;" 1С: Предприятие 8;1С программирование; 1С: Управление Торговлей; 1С программирование; 1С: Документооборот";197;0.07407407407407407;0;0;1;0;0;0;1;0;0;0;1;0;1;0;0;0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
