;Index;name;min_salary;max_salary;company;published_at;description;conditions;requirement;responsibility;key_skills;id;days;city_Екатеринбург;city_Москва;city_Новосибирск;city_Санкт-Петербург;city_Тюмень;min_experience_0;min_experience_1;min_experience_3;min_experience_6;schedule_Гибкий график;schedule_Полный день;schedule_Удаленная работа;employment_Полная занятость;employment_Проектная работа;employment_Стажировка;employment_Частичная занятость; SQL; JavaScript; C++; Python; MS SQL; Linux; C/C++; Java; C#;JavaScript;Другие навыки
29;41;Программист;1.0;1.0;ГАУ ТО ЦЗН города Тюмени и Тюменского района;2019-11-20T06:57:19+0300;"Обязанности:   Ваша работа будет заключаться в ... - Консультации пользователей по вопросам работы в программных продуктах 1С (УПП, Бухгалтерия, ЗУП); - Программировании и доработке конфигураций 1С в соответствии с техническими заданиями; - Мониторинге выхода новых типовых конфигураций необходимых для обновления программ на базе 1С, контроль изменений в новых конфигурациях; - Разработке конфигурации в 1С по представленным техническим заданиям других отделов и подразделений предприятия.  Требования:   нет требований к стажу Работа с компьютером на профессиональном уровне Эта работа для Вас если… - Вы имеете высшее техническое образование; - Умеете проектировать информационные системы и базы данных, владеть встроенным языком программирования 1С, имеете опыт программирования в иных формализованных языках программирования; - Ориентируетесь в основных конфигурациях 1С связанных с функционированием средних и крупных предприятий; - Знаете устройство и принципы работы операционных систем и компьютерной техники; - Умеете работать в режиме многозадачности.   Условия:   Пятидневная рабочая неделя с 8-00 до 17-00   оформление в рамках трудового законодательства   Повременно-премиальная оплата труда  Адрес рабочего места: рп Винзили, р-н Тюменский, ул Вокзальная развозка людей питание в столовой обучение за счет работодателя вакансия рассматривается по результатам изучения резюме ";   Пятидневная рабочая неделя с 8-00 до 17-00   оформление в рамках трудового законодательства   Повременно-премиальная оплата труда  Адрес рабочего места: рп Винзили, р-н Тюменский, ул Вокзальная развозка людей питание в столовой обучение за счет работодателя вакансия рассматривается по результатам изучения резюме ;Нет требований к стажу. Работа с компьютером на профессиональном уровне. Эта работа для Вас если…. - Вы имеете высшее техническое образование. - ;Ваша работа будет заключаться в ... - Консультации пользователей по вопросам работы в программных продуктах 1С (УПП, Бухгалтерия, ЗУП). - ;" SQL; JavaScript; C++; Python; MS SQL";188;0.0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;0;0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
30;81;Программист в отдел тестирования;1.0;1.0;Сервис заказа такси Максим;2019-11-18T14:25:58+0300;"Максим ищет программиста в отдел тестирования в Екатеринбурге, Челябинске, Тюмени, Кургане и Набережных Челнах. Кто мы:- IT-компания, предоставляющая облачное решение в сфере такси.К проекту подключено большое количество компаний, среди которых как мелкие региональные игроки, так и компании с мировым именем, с сотнями городов и десятками стран присутствия. Что у нас есть:Активно меняющийся и развивающийся сервис, находящийся 24/7 под высокой нагрузкой от тысяч операторов и менеджеров, от десятков тысяч клиентов и водителей. Сервис, обслуживающий более миллиона заказов в сутки! Кого мы хотим найти:- человека владеющего одним из современных языков программирования C#, Java, php, Go;- очень желателен опыт работы с sql, Soap, git;- с пониманием что тесты нужны и того какие виды тестирования бывают;- обязательно: быть ответственным, трудолюбивым, писать понятный код и иметь огромное желание развиваться. Что мы предлагаем:- множество интересных задач;- дружелюбный коллектив;- корпоративное обучение;- поездки на it-конференции;- комфортное рабочее место;- компенсацию питания;- бесплатные корпоративные мероприятия (Новый Год, командные выезды и движухи);- уровень заработной платы, который зависит от технических знаний и навыков (+ регулярный пересмотр, если вы растете).";;очень желателен опыт работы с sql, Soap, git. - с пониманием что тесты нужны и того какие виды тестирования бывают. - ;;" SQL; JavaScript; C++; Python; MS SQL";190;0.07407407407407407;0;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
31;43;Инженер-программист станков с ЧПУ;1.0;1.0;ТРАНСНЕФТЬ - СИБИРЬ, филиал ТРМЗ;2019-11-19T16:51:26+0300;"Обязанности: Разработка управляющих программ для токарной, фрезерной обработки изделий на станках с ЧПУ; - Технологический контроль вновь разрабатываемой конструкторской документации; - Составление заявок на проектирование специальной оснастки, инструмента и приспособлений; - Участие в проведении работ по освоению продукции и внедрению в производство новой техники. Требования: Высшее техническое образование (машиностроение, металлообработка); - Опыт работы не менее 3 лет на должности инженера-программиста 2 категории; - Опытный пользователь программ 3D Компас, Word, Excel, Internet; - Знание стоек с ЧПУ Mazatrol, Heidenhain, Sinumerik; - Опыт работы в Cad/Cam - системах; - Активная жизненная позиция, стрессоустойчивость. Условия:  стабильная выплата заработной платы; ДМС; широкий социальный пакет; карьерный рост; выплата 13 заработной платы; премии к праздникам; доставка на работу. ";"  стабильная выплата заработной платы; ДМС; широкий социальный пакет; карьерный рост; выплата 13 заработной платы; премии к праздникам; доставка на работу. ";Опыт работы не менее 3 лет на должности инженера-<highlighttext>программиста</highlighttext> 2 категории. - Опытный пользователь программ 3D Компас, Word, Excel...;Разработка управляющих программ для токарной, фрезерной обработки изделий на станках с ЧПУ. - Технологический контроль вновь разрабатываемой конструкторской документации. - ;" SQL; JavaScript; C++; Python; MS SQL";196;0.037037037037037035;0;0;0;0;1;0;0;1;0;0;1;0;1;0;0;0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
32;8;Инженер-программист (Стажер);1.0;1.0;R2 Робототехника;2019-11-19T18:40:20+0300;"Стартап R2 robotics, разрабатывающий автоматизированную систему для ритейла на базе RFID и машинного зрения, ищет сотрудника, который примет участие в разработке ПО для управления роботом. Обязанности:  Разработка программного обеспечения управления роботом под ROS (машинное зрение, SLAM, инерциальная навигационная система, привода); Качественное документирование результатов деятельности;  Мы ожидаем от кандидата:  Реальный интерес к своей специальности, желание реализовывать себя и развиваться; Уверенное знание С++, Python; Уверенное знание Linux; Умение писать аккуратный читабельный код с подробным документированием; Владение английским языком на уровне чтения технической документации; Умение работать в команде, предлагать, обсуждать, аргументировать.  Рассмотрим кандидатов и без опыта работы с реальным интересом к своей специальности, с желанием реализовывать себя, развиваться!   Условия:  Работа над передовым международным проектом; Комфортное рабочее место в Академгородке; Оформление в соответствии с ТК РФ. ";"  Работа над передовым международным проектом; Комфортное рабочее место в Академгородке; Оформление в соответствии с ТК РФ. ";Реальный интерес к своей специальности, желание реализовывать себя и развиваться. Уверенное знание С++, Python. Уверенное знание Linux. Умение писать аккуратный...;Разработка программного обеспечения управления роботом под ROS (машинное зрение, SLAM, инерциальная навигационная система, привода). Качественное документирование результатов деятельности.;"Python; C++";201;0.037037037037037035;0;0;1;0;0;1;0;0;0;0;1;0;1;0;0;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
33;67;Разработчик;1.0;1.0;Восток, Энергосбытовая компания;2019-11-19T06:32:00+0300;"  «Энергосбытовая компания «Восток» (АО «ЭК «Восток») успешно работает в энергосбытовом секторе уже более пятнадцати лет и в настоящее время поставляет электроэнергию клиентам на территории десяти субъектов Российской Федерации. Каждому сотруднику нашей компании предоставлена реальная возможность реализовать свой потенциал, получить ценный опыт работы, повысить свой статус в успешной команде профессионалов. Чем предстоит заниматься?   Разработка программного кода (BackEnd) высоконагруженной системы   Что мы ожидаем от будущего кандидата?   Знание PHP 7.x   Понимание принципов MVC в программировании   Опыт работы с популярными PHP фреймворками   Знание SQL, JavaScript, CSS, HTML   Опыт работы в команде, понимание Git   Мы постарались создать все условия для продуктивной и интересной работы:   Официальное трудоустройство согласно ТК РФ;   Стабильный, а главное полностью официальный доход;   Реальный карьерный рост в крупнейшей компании;   Атмосфера взаимопомощи и дружелюбия;     Работа в команде профессионалов в атмосфере взаимопомощи и поддержки;   Классическая пятидневка с фиксированными выходными;   График работы: с 8-00 до 17-00;   Обучение за счет предприятия.   А также в качестве бонуса:   Забота о здоровье: соц. пакет и бесплатные мед. обследования, ДМС;   Подарки в честь значимых событий в жизни сотрудников: рождение ребенка, свадьба, подарки детям на Новый год.   Если Вы ищите стабильную и интересную работу, то будем рады Вашим резюме!";;Знание PHP 7.x. Понимание принципов MVC в программировании. Опыт работы с популярными PHP фреймворками. Знание SQL, JavaScript, CSS, HTML. ;Разработка программного кода (BackEnd) высоконагруженной системы.;" SQL; JavaScript; C++; Python; MS SQL";203;0.037037037037037035;0;0;0;0;1;1;0;0;0;0;1;0;1;0;0;0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
34;21;Инженер-программист;1.0;0.0;МУП УТВиВ Сибиряк МО с.п.Нижнесортымский;2019-10-28T10:21:37+0300;Обязанности:  Разрабатывает инструкции по работе с программами, оформляет необходимую техническую документацию. Определяет возможность использования готовых программных продуктов. Разрабатывает и внедряет системы автоматической проверки правильности программ, типовых и стандартных программных средств, составляет технологию обработки информации. Обеспечивает качественное выполнение всех видов работ, связанных с разработкой и функционированием сайта предприятия. Осуществляет разработку и изменение дизайна и структуры сайта предприятия, разработку новых веб-страниц, программно-техническую поддержку, реализацию политики разграничения доступа и безопасность информационных ресурсов. Оформляет статьи и другие информационные материалы для сайта, осуществляет текущие изменения структуры сайта. Осуществляет техническую эксплуатацию, бесперебойную работу компьютеров и отдельных устройств. Разрабатывает график проведения работ по техническому обслуживанию и ремонту компьютерного оборудования. Работа с программами 1С.  Требования:  Высшее профессиональное (техническое или инженерно-экономическое) образование, стаж работы в должности не менее 3-х лет. ;;Высшее профессиональное (техническое или инженерно-экономическое) образование, стаж работы в должности не менее 3-х лет.;Разрабатывает инструкции по работе с программами, оформляет необходимую техническую документацию. Определяет возможность использования готовых программных продуктов. Разрабатывает и внедряет системы...;"1С программирование; 1С: Зарплата и управление персоналом; 1С: Бухгалтерия; Администрирование сетевого оборудования";206;0.8518518518518519;0;0;0;0;1;0;0;1;0;0;1;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
35;90;Техник-программист/Системный администратор;0.0;0.0;ГБУЗ ТО Областная больница №19;2019-11-15T08:25:29+0300;"Требования Навыки работы с операционной системой Windows - установка‚ настройка оборудования‚ сети‚ сетевых протоколов‚ служб и сервисов;Знания основ сетевого обмена и подмножества протоколов ТСР/IP;Программное обеспечение на уровне администрирования;Организация локальных сетей‚ настройка активного сетевого оборудования;Умение работать в условиях многозадачности. Обязанности - Сопровождение баз данных;- Поддержка и обучение пользователей- Обслуживание оргтехники и обеспечение расходными материалами;- IP-телефония;- Видеонаблюдение. Условия Пятидневная рабочая неделя с 08:00- 17:00;Официальное трудоустройство;Интересные задачи;  ";;Знания основ сетевого обмена и подмножества протоколов ТСР/IP. Умение работать в условиях многозадачности.;Навыки работы с операционной системой Windows - установка‚ настройка оборудования‚ сети‚ сетевых протоколов‚ служб и сервисов. Программное обеспечение на уровне администрирования. ;" SQL; JavaScript; C++; Python; MS SQL";210;0.18518518518518517;0;0;0;0;1;0;0;1;0;0;1;0;1;0;0;0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
36;30;Программист в Германию;0.0;0.0;КА Семья успеха;2019-11-19T14:15:49+0300;Описание вакансии Вакансия - бесплатно. Для всех стран СНГ, Азии и Европы.  Программист в Германии - Рассматриваются варианты работы в режиме аутсорсинга. Какие квалификации/навыки необходимы?  Кроме специальных знаний в области информационных технологий, необходимо иметь диплом высшего учебного заведения любого направления, соответствующий стандартам немецкого университета (обычно, законченное высшее образование составляет не менее 4 лет.) Изучаемый предмет здесь не актуален. Востребованные навыки в области информационных технологий зависят от индивидуальных потребностей потенциальных работодателей. Если Ваша квалификация востребована в Германии, мы сообщаем Вам об этом после получения Вашего резюме.  Процедура признания вашей квалификации?  Ожидаются фактические знания в области информационных технологий, которые будут проверены предложенным Вам тестом.  Мне обязательно говорить по-немецки?  На этот вопрос можно ответить утвердительно. На интернет-форумах часто говорят, что в Германии не обязательно знать немецкий язык и что английский язык достаточен. К сожалению, это не так. Когда английский язык достаточен, желательно знать немецкий на уровне А2 - В1. ДЕЙСТВУЕТ ОНЛАЙН ЯЗЫКОВАЯ ШКОЛА. Отличный ПЛЮС для вас: Если Вы работали на высококвалифицированной работе без перерыва и владеете немецким языком на уровне B1 или выше, то через 21 месяц Вы можете получить вид на жительство без ограничений. У Вас будет неограниченная рабочая виза в Германию. Если после этого Вы еще несколько лет будете выполнять высококвалифицированную работу, совершенствовать свои знания немецкого языка, то уже через 6 лет Вы сможете подать заявление на получение гражданства, что сделает Вас полноправным гражданином Германии. Поэтому выучить немецкий язык стоит, чтобы трудоустроиться и успешно работать в IT-отрасли Германии.  Как ты работаешь? Неограниченный трудовой договор?  Через наше агентство Вы будете приняты на работу. С Вашим будущим работодателем будет подписан бессрочный или срочный трудовой договор.  На какие организации/учреждения/компании ты будешь работать?  Мы ищем ИТ-персонал для различных отраслей промышленности, поэтому все возможно: от финансов до химической промышленности, от машиностроения до автомобильной промышленности и так далее. Существует множество различных возможностей, и мы всегда стараемся учитывать Ваши личные предпочтения при поиске работодателя. И не забывайте об одном: чем известнее компания, тем выше требования к вам. Крупные компании ищут только лучшее из лучшего.  В каких регионах требуются сотрудники ИТ-отдела?  При подборе подходящего работодателя мы учитываем всю Германию. Однако вполне вероятно, что в будущем Вы будете работать на юге или западе Германии, так как эти регионы имеют особенно сильную экономику. Федеральная земля Северный Рейн-Вестфалия выделяется высокой плотностью населения (почти все немцы живут здесь на ?), а это значит, что здесь уже находится большое количество предприятий.  Доходы в соответствии с квалификацией?  Ваша годовая зарплата будет во многом зависеть от Вашей квалификации, знания немецкого языка и других факторов. Однако, чтобы начать свою карьеру, вы можете рассчитывать на заработок не менее 42 000 € в год. Часто к началу работы вы будете зарабатывать еще больше. Немецкие работодатели также хотят познакомиться с Вами в первую очередь и посмотреть, какими навыками и личностными качествами Вы обладаете на самом деле. Как только вы убедите их, вы можете быть уверены в быстро растущей зарплате.  Как мне заплатить? Где я плачу налоги?  Заработная плата выплачивается на Ваш личный банковский счет. Ваш банковский счет должен находиться в Германии. Выплаты заработной платы на частные банковские счета за рубежом воспринимаются как сомнительные и будут отклонены. Налогообложение Вашей зарплаты обязательно будет происходить в Германии. Любой, кто работает в Германии и пользуется предлагаемыми здесь возможностями, должен также платить налоги и взносы на социальное страхование в Германии. Таким образом, Германия может создать высокий уровень жизни, пользующийся таким международным признанием.  9. Каковы расходы на проживание в Германии?  Средний прожиточный минимум варьируется в зависимости от региона и размера расходов на ведение домашнего хозяйства. Наряду с повышением заработной платы, стоимость жизни также выше на юге и западе страны. На севере и востоке, однако, и зарплата, и ежемесячные расходы несколько ниже. В качестве приблизительной суммы для отдельного домашнего хозяйства можно ожидать около 1 800 евро в месяц. Из этой суммы около 500−700 евро — за аренду, 300−400 евро — за питание, 50−100 евро — за связь, 150−200 евро — за мобильность и другие расходы. Но, конечно, это во многом зависит от вашего образа жизни.  Что включает в себя немецкий социальный пакет?  Немецкий социальный пакет предлагает Вам большую безопасность и считается одним из лучших в Европе. Взносы на социальное страхование, половина из которых выплачивается работодателем, а половина — вами, предлагают вам полный социальный пакет, соответствующий уровню жизни в Германии. Пакет включает в себя: Обязательное медицинское страхование, пенсионное страхование, страхование по уходу и страхование по безработице. Как застрахованное лицо Вы получаете непосредственную выгоду от хорошо известного превосходного немецкого медицинского обслуживания и гарантируете себе право на хорошую пенсию по старости.  11. Визы, регистрации?  Мы позаботимся о получении визы для Вас. Вы также получите нашу полную поддержку для всех необходимых регистраций на сайте. Это означает, что Вы можете полностью сконцентрироваться на своей работе и акклиматизации — мы сделаем все остальное!  12. Жилищная ситуация, питание, переселение и т.д.  Общеизвестно, что уровень жизни в Германии является одним из самых высоких в Европе и мире. Вы платите арендную плату, а также питание из зарплаты, что является обычным явлением в Германии. Но не волнуйтесь — мы поможем вам переехать и найти первую квартиру, включая подписание договора аренды. После вашего прибытия мы всегда к вашим услугам, если у вас возникнут какие-либо вопросы.;;Какие квалификации/навыки необходимы? Кроме специальных знаний в области информационных технологий, необходимо иметь диплом высшего учебного заведения любого направления, соответствующий...;11. Визы, регистрации?;"Немецкий язык; Организаторские навыки; Английский язык; Информационные технологии";213;0.037037037037037035;0;1;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
37;59;Инженер-программист на станки ЧПУ;0.0;2.0;Региональный Центр Лазерных Технологий;2019-11-19T08:29:16+0300;"Обязанности:  Работа в графическом редакторе для создания управляющих программ на станки ЧПУ.  Требования:  Образование от среднего технического; Опыт работы желателен; Внимательность; Усидчивость; Обучаемость; Работоспособность; Знание программ AutoCad и SolidWorks.  Условия:  Трудоустройство согласно ТК РФ; Заработная плата полностью официальная, выплачивается два раза в месяц; Соцпакет в соответствии с трудовым законодательством; График работы пн-пт с 08.00-17.00 часов; Удобная транспортная развязка. ";"  Трудоустройство согласно ТК РФ; Заработная плата полностью официальная, выплачивается два раза в месяц; Соцпакет в соответствии с трудовым законодательством; График работы пн-пт с 08.00-17.00 часов; Удобная транспортная развязка. ";Образование от среднего технического. Опыт работы желателен. Внимательность. Усидчивость. Обучаемость. Работоспособность. Знание программ AutoCad и SolidWorks.;Работа в графическом редакторе для создания управляющих программ на станки ЧПУ.;" SQL; JavaScript; C++; Python; MS SQL";223;0.037037037037037035;1;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
38;24;Младший программист;1.0;2.0;OmniLine;2019-11-18T16:17:27+0300;О нас: Мы помогаем нашим клиентам становиться лидерами в своих отраслях, повышать качество клиентского сервиса и уровень продаж за счет автоматизации процессов и внедрения лидирующих российских продуктов. Более 10 лет мы занимаемся автоматизацией бизнеса, внедряем контакт-центры, системы IP-телефонии, CRM и Service Desk системы. Автоматизируем продажи, сервис и коммуникации. За плечами несколько сотен проектов для крупных компании по всей России и СНГ. Среди наших клиентов торговые компании, операторы связи, сбытовые компании, сервисные компании, банки, интернет-магазины и другие компании, для которых высокий уровень клиентского сервиса является залогом успеха и лидерства.   Мы активно развиваемся и постоянно находимся в поиске опытных профессионалов и начинающих амбициозных специалистов. Работая у нас вы получите возможность полностью реализовать свой потенциал и расти вместе с нами. Наши направления и вендоры: - Контакт-центры и IP-телефония (платформа Oktell) - CRM и Service Desk (платформа BPMOnline) - Чаты и чат-боты (Beesender, Oktell R2, Sherlock) Описание позиции: Программисты в нашей компании это прежде всего команда, нацеленная на решение нестандартных задач. Многие наши клиенты имеют свой штат программистов, но в проектах, которые мы реализуем, часто возникают задачи, которые требуют большей квалификации, навыков, другого мышления и подходов. Именно поэтому программисты важные участники команды внедрения, способные решать такие задачи. Обучение и карьера: Вы начинаете с позиции младшего программиста. Мы готовы рассматривать кандидатов без опыта. Погружаетесь в наши задачи, изучаете продукты, с которыми мы работаем. Далее проходите первую сертификацию на уровень Basic. С этого момента мы полноценно подключаем вас в проекты. Через решение задач и клиентских кейсов вы учитесь и нарабатываете опыт, который позволит вам сертифицироваться на уровень Advanсed и получить позицию ведущего программиста. Стек технологий: С#, SQL (основная работа MS SQL), JavaScript, JSON, XML (желательно WSDL, SOAP), Web-socket, REST API, Обязанности: - Разработка нетиповых модулей для интеграции систем. Разработка модулей и конфигурация к программным продуктам Требования:  хорошие знания C#, JavaScript желательно знание нотации BPMN желательно знание SQL знание сетевых технологий TCP\IP, порты, маршруты и прочее приветствуется работа с Command Line (Windows), PowerShell, Bash SSH, FTP, TFTP, SMB умение работать с сертификатами и ключами шифрованиями личные качества: активность, ответственность, коммуникабельность, ориентация на результат, скрупулезность, умение работать в команде  Условия: - работа в дружном коллективе- интересные задачи- заработная плата по результатам собеседования и ожидания кандидатов: оклад + премии по результатам работы- соц. пакет- график пн-пт с 9.00 - 18.00- после трудоустройства проводится обучение; - работа в дружном коллективе- интересные задачи- заработная плата по результатам собеседования и ожидания кандидатов: оклад + премии по результатам работы- соц. пакет- график пн-пт с 9.00 - 18.00- после трудоустройства проводится обучение;Контакт-центры и IP-телефония (платформа Oktell). Хорошие знания C#, JavaScript. Желательно знание нотации BPMN. Желательно знание SQL. ;CRM и Service Desk (платформа BPMOnline). - Чаты и чат-боты (Beesender, Oktell R2, Sherlock). - Разработка нетиповых модулей для интеграции...;"JavaScript; XML; SQL; SOAP; REST";226;0.07407407407407407;1;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0
39;38;Главный программист;1.0;1.0;Тюменский государственный университет ФГАОУ ВО;2019-11-20T13:01:49+0300;"Обязанности:  Анализ требований пользователей и формирование задач по их реализации; Разработка с применением технологий ASP.NET MVC и Web Forms (ORM - NHibernate); Работа с базой данных - написание запросов (PostgreSQL); Техническая поддержка пользователей.  Требования:  опыт работы в IT-сфере от 3 лет; обязательно знание C#; желательно знание PHP, СУБД,GS, Perl, СУБД,SQL,UNIX, PostgreSQL,.  Условия:  пятидневная рабочая неделя (с 9:00 до 18:00, ПТ - сокращенный день); своевременная белая заработная плата; работа в историческом центре города. ";"  пятидневная рабочая неделя (с 9:00 до 18:00, ПТ - сокращенный день); своевременная белая заработная плата; работа в историческом центре города. ";Опыт работы в IT-сфере от 3 лет. Обязательно знание C#. Желательно знание PHP, СУБД,GS, Perl, СУБД,SQL,UNIX...;Анализ требований пользователей и формирование задач по их реализации. Разработка с применением технологий ASP.NET MVC и Web Forms (ORM - NHibernate). ;" SQL; JavaScript; C++; Python; MS SQL";230;0.0;0;0;0;0;1;0;0;1;0;0;1;0;1;0;0;0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
40;2;Программист;1.0;3.0;ОпенСервис;2019-11-20T11:04:07+0300;"Привет!  Мы - компания Open Service – крупнейшая компания по автоматизации и консалтингу в ресторанной сфере по Санкт-Петербургу, а также одна из главных дилеров ПО iiko по России. Сегодня наш опыт и знания складываются из работы более чем с 3000 ресторанов. Мы автоматизируем каждый четвертый ресторан в Санкт-Петербурге из 20 открывающихся ежемесячно! А еще у нас самая классная молодая и открытая команда профессионалов! В наш небольшой отдел BeOpenSoft, призванный доказывать коллегам и конкурентам, что невозможное возможно, требуется специалист, с которым будет приятно работать, обладающий ключевыми навыками:  Внимательность; Усидчивость; Пытливый ум;    Задачи:  Систематизация и организация текущей кодовой базы компании; Разработка ПО на С++, C#, Python, Java; Всё что угодно душе заказчика - суровый Enterprise диктует свои законы; Тестирование новых продуктов и поиск идей, что бы нам завтра написать\внедрить.    Что хотим от Вас:  Знания и практический опыт в каком - либо из этих языков: С++, C#, Python, Java, JavaScript; Понимание REST API, RPC (Json\Xml), CI; Желание разобраться в задаче; Ответственность довести до конца начатое дело; Интерес к работе;    Приятным сюрпризом будет, если:  Есть опыт разработки для ARM \ Arduino \ Etc; Знаете основы системного администрирования; Знакомы с бизнес-процессами в ресторанной сфере, системами автоматизации; Вы в прошлом работали в команде; Горите идеей создания хорошего продукта для широкой аудитории;  Заработная плата изначально закладываем от 40 000 т.р , детальнее обсуждается на собеседовании.   БОНУСЫ:  Возможность обучения; Интересный опыт работы; Офисы с дружелюбными коллегами от Москвы до Владивостока; Отличный офис с индустриальным видом Оформление по ТК РФ    ДОПОЛНИТЕЛЬНЫЕ ИНСТРУКЦИИ:  Отправить резюме; Прикрепить ссылку на репозиторий с самым ёмким кодом, написанным Тобой; Приехать на собеседование в офис, указанный в профиле компании. ";;Внимательность. Усидчивость. Пытливый ум. Знания и практический опыт в каком - либо из этих языков: С++, C#, Python, Java, JavaScript. ;Систематизация и организация текущей кодовой базы компании. Разработка ПО на С++, C#, Python, Java. Всё что угодно душе заказчика - суровый...;"Разработка ПО; backend; Системность; Git; MS SQL; Системная интеграция; C++; ARM; Etc Marine Systems; C#; Python; Java; JavaScript";232;0.0;0;0;0;1;0;1;0;0;0;0;1;0;1;0;0;0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0
