;Index;name;min_salary;max_salary;company;published_at;description;conditions;requirement;responsibility;key_skills;id;days;group;city_Москва;min_experience_0;min_experience_1;min_experience_3;min_experience_6;schedule_Гибкий график;schedule_Полный день;schedule_Удаленная работа;employment_Полная занятость;employment_Проектная работа;employment_Стажировка;employment_Частичная занятость;1С программирование; 1С: Предприятие 8; 1С программирование; 1С: Документооборот; 1С: Зарплата и управление персоналом; 1С: Бухгалтерия; 1C: Бухгалтерия; 1С: Управление Производственным Предприятием; 1С: Управление Торговлей; 1С: Торговля;1С: Управление Торговлей;1С: Предприятие 8; Обновление конфигурации 1С;1С: Зарплата и управление персоналом; 1С-Битрикс; XML; Обучение и развитие; Консультирование; 1С: Управление персоналом; HTML;Другие навыки
17;7;Программист 1С;7.0;3.0;IKON Development;2019-12-10T15:18:20+0300;Требования    Высшее образование – профильное + наличие сертификатов Специалиста 1С по прикладным решениям 1С 8.3.   Опыт аналогичной работы от 3 лет.   Знание типовых конфигураций 1С.   Умение вести проект от сбора требований до внедрения функционала.   Опыт интеграции 1С с другими системами.   Навыки эффективной коммуникации с пользователями.   Должностные обязанности  Программное сопровождение и администрирование конфигураций БП, ЗУП, CRM, доработка типовых решений на платформе 1С:Предприятие 8.3. Модификация и обновление существующих и создание новых документов, отчетов, обработок. Сопровождение и обучение пользователей работе с программой и ее обновлениями. Взаимодействие с внешними разработчиками и консультантами 1С. Обновление систем 1С при выходе новых релизов.  Условия  Место работы в офисе компании (м. Улица 1905 года, Выставочная). Зарплата «белая», размер зарплаты будет обсуждаться с успешным кандидатом. Соцпакет по ТК РФ. ;;Высшее образование – профильное + наличие сертификатов Специалиста 1С по прикладным решениям 1С 8.3. Опыт аналогичной работы от...;Сопровождение и обучение пользователей работе с программой и ее обновлениями. Взаимодействие с внешними <highlighttext>разработчиками</highlighttext> и консультантами 1С. ;"1С программирование; 1С: Предприятие 8; 1С программирование; 1С: Документооборот; 1С: Зарплата и управление персоналом";107;0.3333333333333333;1C;1;0;0;1;0;0;1;0;1;0;0;0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
18;9;Программист 1С / разработчик 1С;7.0;3.0;Спецэнерготранс;2019-12-10T08:41:14+0300;Здравствуй! Мы расширяем наш дружный коллектив ИТ специалистов. Ищем толкового разработчика 1С на платформе 8.3 средней квалификации, стремящегося к развитию и повышению своей квалификации. Основная задача - сопровождение и доработка 1С:БУ 3.0 (по желанию будешь дорабатывать Документооборот 2.1, БИТ.ФИНАНС, ЗУП 3.1, интеграции с ЭДО и др.). У нас ты сможешь проявить свое стремление к автоматизации процессов, применить опыт доработки 1С:БУ, применить свои знания основ бухгалтерского учета.  При желании сможешь изучить тему ЭДО и поучаствовать в проектах по обмену документами между Порталами ЭДО и электронным архивом (1С:ДО). Так же пригодится твой опыт работы с пользователями для уточнения поставленной задачи, определения ключевых целей разработки, выявления точек роста или сути ошибок, определения необходимых и может быть лишних шагов. Ты сможешь участвовать в инновационных для отрасли проектах со сложными задачами и достойным вознаграждением.  Мы не ищем жесткого кодера, мы ищем человека, способного влиться в имеющуюся дружную команду, адекватно понять пользователя и помочь ему улучшить или облегчить его работу. У нас не всегда получается сделать все правильно с первого раза, мы понимаем, что ошибки возможны, поэтому ценим желание работать над своими ошибками, что позволяет нам учиться, становиться более эффективными и результативными и вместе достигать новых вершин.   В обмен за твое время и активное участие, мы предлагаем:   Достойный уровень заработной платы, ежеквартальные премии по достигнутым результатам, дополнительное вознаграждение по окончанию проектов, медицинскую страховку, удобный офис в бизнес-центре класса А рядом с метро Калужская, возможность частичной удаленной работы (если это будет результативнее), утренний кофе в коллективе единомышленников, атмосферу взаимного уважения и доверия.   Мы уважаем мнение друг друга и ценим вклад каждого! Жестких требований нет, ищем подходящего. Звони, пиши, обсудим детали.;;У нас ты сможешь проявить свое стремление к автоматизации процессов, применить опыт доработки 1С:БУ, применить свои знания основ...;Ищем толкового <highlighttext>разработчика</highlighttext> 1С на платформе 8.3 средней квалификации, стремящегося к развитию и повышению своей квалификации. ;"1С: Зарплата и управление персоналом; Электронный документооборот; 1С: Документооборот; 1С: Управление персоналом; Ориентация на результат; 1С программирование; разработка 1С; аналитик; разработчик; 1С: Предприятие 8; 1С: Бухгалтерия; 1С:Бит.Финанс; Бит.Финанс; Аналитик 1С";109;0.3333333333333333;1C;1;0;1;0;0;0;1;0;1;0;0;0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0
19;15;Программист 1С;7.0;3.0;Лайнерти;2019-12-11T09:10:32+0300;"Обязанности: В торговую компанию требуется 1С Программист. Поддержка баз 1С Бухгалтерия 8, 1С Торговля, Управление автотранспортным предприятием. Требования - Опыт программирования в 1С 8.х от 3 лет; - Опыт доработки конфигураций на платформе 1С: 8.3: Условия: - Постоянная работа в офисе (метро Марьино); - Оформление по ТК РФ; - Полный рабочий день 9.00-18.00, пт 9.00-17.30    ";" - Постоянная работа в офисе (метро Марьино); - Оформление по ТК РФ; - Полный рабочий день 9.00-18.00, пт 9.00-17.30    ";Опыт программирования в 1С 8.х от 3 лет. - Опыт доработки конфигураций на платформе 1С: 8.3:;Поддержка баз 1С Бухгалтерия 8, 1С Торговля, Управление автотранспортным предприятием.;"1С программирование; 1С: Предприятие 8; 1С программирование; 1С: Документооборот; 1С: Зарплата и управление персоналом";115;0.16666666666666666;1C;1;0;0;1;0;0;1;0;1;0;0;0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
20;22;Программист 1C;3.0;3.0;Лайтстар;2019-12-11T15:57:02+0300;Компании по продажам светотехники требуется программист 1С / помощник программиста 1С. ! Рассматриваются кандидаты ТОЛЬКО на полную занятость (пн-пт) с нахождением в офисе.Обязанности:  Доработка типового решения УТ 11 под требования организации Создание отчетов в СКД Создание печатных форм документов Обучение и консультация пользователей (сотрудники компании) по работе в программе  Требования:  Опыт работы от 0.5 года Опыт работы с типовым решением Управление торговлей 11 будет преимуществом Программирование в среде 1С предприятие 8.2 - 8.3 Знание языка запросов Умение читать чужой код и писать код понятный другим  Условия работы:  график пн-пт с 09.00 до 18.00 или с 10.00 до 19.00 (обсуждается) официальное оформление заработная плата на исп. срок. (1-2 мес) 50 т.р. (оклад, уже на руки), далее 60 т.р. (оклад, уже на руки). Перспектива роста заработной платы в дальнейшем, при успешной работе. выплаты (аванс + з.пл) без задержек оплата б/л и отпуска (28 дней) работа в техническом отделе под руководством опытного программиста ;;"Опыт работы от 0.5 года. Опыт работы с типовым решением &quot;Управление торговлей 11&quot; будет преимуществом. Программирование в среде 1...";Доработка типового решения УТ 11 под требования организации. Создание отчетов в СКД. Создание печатных форм документов. Обучение и консультация пользователей...;"1С программирование; 1С: Предприятие 8; 1С программирование; 1С: Документооборот; 1С: Зарплата и управление персоналом";122;0.16666666666666666;1C;1;1;0;0;0;0;1;0;1;0;0;0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
21;23;Программист-разработчик Битрикс;5.0;3.0;We R.SIGNS;2019-12-11T11:18:40+0300;"Обязанности: 1. Разработка интеграционных решений Битрикс24 и смежных бизнес-приложений компании, например, таких как 1С; 2. Составление технической документации по разработанному программному обеспечению; проводить рефакторинг кода и кодревью 3. Обучение, а также обеспечение поддержки пользователей портала и сайтов компании 4. Автоматизация бизнес-процессов компании в среде Б24 и интернет ресурсах смежных с порталом (ами) компании 5. Прогнозирование и устранение опасных ситуаций, а также ликвидация последствий, произошедших в результате непредвиденных обстоятельств, способных нарушить нормальную работу информационной инфраструктуры компании. 6. Соблюдение коммерческой безопасности, минимизация рисков 7. Развивать и дорабатывать корпоративный портал bitrix24, imageCMS и саттелитные сайты, взаимодействующие с ним 8. Заниматься кастомизацией модулей Битрикс24 с целью автоматизации не типовых решений 9. Проводить оптимизацию производительности и отказоустойчивости проектов 10. Вовлечение в командные группы разных структурных подразделений, для выполнения работ, затрагивающие любые участки деятельности компании 11. Администрирование веб-сервисов и БД сайтов 12. Разработка и тестирование кода 13. Управление и взаимодействие с подрядчиками, которые участвуют в проектах компании в рамках разработок портала и сайтов Требуемые результаты: 1. Выполнение поставленных задач в срок 2. Автоматизация продаж и документооборота в компании 3. Повышение профессионального уровня Требования: - 2+ года в среде разработки Б24. - Опыт работы с интернет-магазинами обязателен (e-commerce). — ОС: Windows / *nix — Технологии: HTML → CSS → JavaScript → XML and related concepts, PHP, API (REST и SOAP) — Базы Данных: SQL / MySQL — Сервера: HTTP Servers, Application Servers / Servlet Containers: Apache Server — Платформы: Битрикс24 и imageCMS — Интеграция: SIP (Asterisk) Условия: Рабочее место – Офис WeRSigns, ИТ отдел / 5 мин от М. Электрозаводская Режим работы – 10-19 Зарплата на испытательный срок: 100.000 рублей Зарплата после испытательного срока 120.000 рублей, а также Возможность обучения и развития в компании Социальный конфигуратор Продолжительность испытательного срока 3 мес. Условия прохождения Выполнение согласованных задач на период испытательного срока Соответствие заявленным требованиям Описание опыта работы, перечислить проекты и Ваш вклад в них Сертификаты о обучении Быть готовым к тестовому заданию Полный рабочий день На территории работодателя"; Рабочее место – Офис WeRSigns, ИТ отдел / 5 мин от М. Электрозаводская Режим работы – 10-19 Зарплата на испытательный срок: 100.000 рублей Зарплата после испытательного срока 120.000 рублей, а также Возможность обучения и развития в компании Социальный конфигуратор Продолжительность испытательного срока 3 мес. Условия прохождения Выполнение согласованных задач на период испытательного срока Соответствие заявленным требованиям Описание опыта работы, перечислить проекты и Ваш вклад в них Сертификаты о обучении Быть готовым к тестовому заданию Полный рабочий день На территории работодателя;Опыт работы с интернет-магазинами обязателен (e-commerce). — ОС: Windows / *nix. — Технологии: HTML → CSS → JavaScript → XML and related concepts, PHP...;1. Разработка интеграционных решений Битрикс24 и смежных бизнес-приложений компании, например, таких как 1С. 2. Составление технической документации...;"JavaScript; HTML; CSS; Веб-программирование; Управление интернет-проектами; Управление процессами; битрикс24; imagecms; SQL; MySQL; 1С-Битрикс; SIP; PHP; API; REST; SOAP";123;0.16666666666666666;1C;1;0;1;0;0;0;1;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0
22;24;Программист 1C;5.0;3.0;Блэк Баккара;2019-12-10T17:26:28+0300;"Обязанности:  Программирование в 1C:8.3; Взаимодействие с руководящим составом компании для определения требований к ПО, представление оптимального решения на поставленные задачи; Обработка запросов пользователей на изменения и устранение инцидентов в работе 1С; Доработка типовых решений, разработка и внедрение нетиповых конфигураций; Сопровождение системы; Составление инструкций, обучение и консультирование пользователей 1С.  Требования:  Аналогичный опыт работы от 3-х лет; Наличие в опыте успешно реализованных проектов; Высшее техническое образование; Навыки программирования на платформе 1С: 8.3; Знание типовых программных продуктов: 1С: УПП, 1С: Бухгалтерия, 1С: ЗУП; Желание и умение решить задачу правильно и удобно для конечного пользователя; Умение коммуницировать и адаптировать информацию для неопытного пользователя.  Условия:  Оформление, отпуска, больничные по ТК РФ; Заработная плата – обсуждается с успешным кандидатом; Удаленная работа.   ";"  Оформление, отпуска, больничные по ТК РФ; Заработная плата – обсуждается с успешным кандидатом; Удаленная работа.   ";Аналогичный опыт работы от 3-х лет. Наличие в опыте успешно реализованных проектов. Высшее техническое образование. Навыки программирования на платформе...;Программирование в 1C:8.3. Взаимодействие с руководящим составом компании для определения требований к ПО, представление оптимального решения на...;"1С: Зарплата и управление персоналом; 1С программирование; 1С: Бухгалтерия; 1С: Предприятие 8; 1С: Управление Производственным Предприятием";124;0.16666666666666666;1C;1;0;0;1;0;0;0;1;1;0;0;0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
23;38;Web-программист Битрикс;3.0;2.0;Светлые Окна Пласт;2019-12-11T13:27:55+0300;Обязанности: Выполнение задач в соответствии с ТЗ по наполнению, развитию сайта, дизайну. Администрирование сайта. Работа с Яндекс Веб Мастер. Корректировка, Исправление технических ошибок, доработка сайта для лучшей индексации поисковыми системами.   Требования: Владение в совершенстве Битрикс-24, Photo Shop и другие платформы, умение работать с большим количеством информации, знание способов размещения информации в соответствии с требованиями поисковых систем, работа с сайтом в высококонкурентной тематике.  ;;Требования: Владение в совершенстве Битрикс-24, Photo Shop и другие платформы, умение работать с большим количеством информации, знание способов размещения...;Обязанности: Выполнение задач в соответствии с ТЗ по наполнению, развитию сайта, дизайну. Администрирование сайта. Работа с Яндекс Веб Мастер. ;"1С-Битрикс; HTML; Adobe Photoshop; CSS; CSS3";138;0.16666666666666666;1C;1;0;0;1;0;0;1;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0
24;39;Программист 1C;5.0;4.0;Линкс Лайн;2019-12-12T12:46:58+0300;"Обязанности:  Техническая поддержка пользователей по программным продуктам 1С: типовым конфигурациям и конфигурациям собственной разработки (консультации, помощь в решении проблем); Разработка новых и корректировка существующих объектов (справочников, документов), отчетов, обработок, печатных форм, ролей пользователей; Обновление типовых и нетиповых конфигураций; Настройка обмена данными с сайтом со стороны 1С, взаимодействие с веб-разработчиками (Битрикс); Разработка регламентов, инструкций по работе в программах 1С; Обучение пользователей работе в программах 1С; Работа с заявками (инцидентами) в тикет-системе  Требования:  Образование: высшее, наличие сертификатов 1С приветствуется Уверенное знание типовых конфигураций 1С: УПП 1.3, УТ 10, УТ 11, БП 2, БП 3, ЗУП 3; Умение и готовность разбираться в чужом коде; Уверенное грамотное программирование на платформе 1С: Предприятие 8: обычные управляемые формы, СКД, RLS; Знание основ бухгалтерского, налогового и кадрового учета  Условия:  Оформление по ТК РФ График работы: 5/2, с 9.00 до 18.00 Территориально: м. Сходненская (офис на территории Тушинского Машиностроительного Завода) Испытательный срок 3 мес (возможно досрочное окончание) З/п на период испытательного срока от 100000 Квартальные премии по результатам работы Корпоративная мобильная связь ";  Оформление по ТК РФ График работы: 5/2, с 9.00 до 18.00 Территориально: м. Сходненская (офис на территории Тушинского Машиностроительного Завода) Испытательный срок 3 мес (возможно досрочное окончание) З/п на период испытательного срока от 100000 Квартальные премии по результатам работы Корпоративная мобильная связь ;Образование: высшее, наличие сертификатов 1С приветствуется. Уверенное знание типовых конфигураций 1С: УПП 1.3, УТ 10, УТ 11...;Настройка обмена данными с сайтом со стороны 1С, взаимодействие с веб-<highlighttext>разработчиками</highlighttext> (Битрикс). Разработка регламентов, инструкций по работе в...;"Системное мышление; Ответственность; Способность эффективно работать в режиме многозадачности; Желание развиваться; 1С: Управление Производственным Предприятием";139;0.0;1C;1;0;0;1;0;0;1;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
25;43;Программист 1C 8;3.0;3.0;Профкосмо;2019-12-09T15:44:37+0300;"Обязанности:  Настройка 1С 8 (в том числе CRM и Маркетинг); Настройка обмена и синхронизации данных между базами; Сопровождение 1С в процессе работы; Опыт доработки типовых конфигураций 1С; Программирование любых обработок, отчетов и печатных форм; Программирование выгрузки/загрузки данных из любых источников; Настройка доступов с разными правами. Умение настроить программу для посторонних пользователей для входа и пользования программой с очень ограниченными правами; Обучение, поддержка и консультирование 1С 8; Настройка штрих-кодовой работы полного цикла на складе;  Требования:  Опыт в переносе базы данных из 1С7.7 в 1С8; Настройка программы 1С 8; Опыт поддержки пользователей 1С 8; Исправление ошибок в 1С 8 в ходе работы;  Условия:  Выплата зп два раза в месяц; Дополнительная премия по результатам работы; Удаленная работа (нахождение на связи);   ";"  Выплата зп два раза в месяц; Дополнительная премия по результатам работы; Удаленная работа (нахождение на связи);   ";Опыт в переносе базы данных из 1С7.7 в 1С8. Настройка программы 1С 8. ;"Настройка 1С 8 (в том числе &quot;CRM и Маркетинг&quot;). Настройка обмена и синхронизации данных между базами. Сопровождение 1С...";"1С программирование; Обновление конфигурации 1С; Работа с базами данных; 1С: Предприятие 8; 1С: Склад; 1С: Бухгалтерия и склад; 1С: Управление Торговлей; 1С: CRM ПРОФ";143;0.5;1C;1;0;1;0;0;0;1;0;1;0;0;0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
26;44;Помощник программиста 1С;2.0;3.0;Спецобъединение Юго-Запад;2019-12-10T14:48:51+0300;Обязанности: В 1с Комплексная автоматизация, редакция 1.1, выполнение задач по следующим направлениям: Доработка существующих и создание новых печатный форм справочников и документов. Доработка существующих и создание новых внешних отчетов и обработок. Обучение пользователей, Поиск и исправление ошибок заполнения пользователями справочников и документов, Документирование выявленных ошибок в работе программы. Требования: Релевантный опыт работы не менее 1 года. Опыт выполнения описанных задач. Понимание основных принципов работы реляционных баз данных. Знание и понимание принципов работы основных объектов системы 1с Предприятия. Желание развиваться и учиться выполнять более сложные задачи. Приветствуется наличие сертификатов 1с. Условия: Возможность расти и развиваться вместе с нами, карьерный рост. Соблюдение требований ТК РФ. График работы: 5/2 с 8:00 до 17:00, 9:00 до 18:00. Уровень заработной платы обсуждается по итогам собеседования.    ; Возможность расти и развиваться вместе с нами, карьерный рост. Соблюдение требований ТК РФ. График работы: 5/2 с 8:00 до 17:00, 9:00 до 18:00. Уровень заработной платы обсуждается по итогам собеседования.    ;Релевантный опыт работы не менее 1 года. Опыт выполнения описанных задач. Понимание основных принципов работы реляционных баз данных. ;В 1с Комплексная автоматизация, редакция 1.1, выполнение задач по следующим направлениям: Доработка существующих и создание новых печатный форм...;"Знание и понимание основ системы программ 1с Предприятия 8.3.; Знание и понимание основ языка программирования системы программ 1с Предприятия 8.3.; Желание развиваться.";144;0.3333333333333333;1C;1;0;1;0;0;0;1;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
27;47;Программист 1С;4.0;3.0;Сфера Телеком;2019-12-11T14:25:39+0300;"Обязанности: Администрирование базы Доработка и настройка типовых конфигураций 1С с учетом специфики компании. Разработка архитектуры, отчетов по запросу пользователей Консультирование пользователей по работе с программой Требования: - профильное образование - опыт работы от 3 лет - грамотная устная и письменная речь - удаленная работа не рассматривается Условия: - оформление согласно ТК РФ, график работы: 5/2 с 9.00 до 18.00;- трудовые отношения полностью в соответствии с законодательством; - оклад от 80 000 руб +KPI";" - оформление согласно ТК РФ, график работы: 5/2 с 9.00 до 18.00;- трудовые отношения полностью в соответствии с законодательством; - оклад от 80 000 руб +KPI";профильное образование. - опыт работы от 3 лет. - грамотная устная и письменная речь.;Администрирование базы. Доработка и настройка типовых конфигураций 1С с учетом специфики компании. Разработка архитектуры, отчетов по запросу пользователей. ;"1С программирование; Грамотная речь; 1С: Документооборот; 1С: Управление Торговлей; Грамотность";147;0.16666666666666666;1C;1;0;0;1;0;0;1;0;1;0;0;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
28;52;Стажер-программист 1С;1.0;2.0;Первый Бит;2019-12-10T15:33:59+0300;"Мы в поисках начинающего специалиста с желанием развиваться в сфере 1с. В свою очередь предлагаем работу в крупнейшей ИТ компании с возможностью карьерного и профессионального развития. ОБЯЗАННОСТИ:  Установка, настройка, обновление программных продуктов 1С; Доработка программных продуктов под заказчика; Консультация клиентов по вопросам работы программы 1С.  МЫ ПРЕДЛАГАЕМ:  Реальные возможности профессионального и финансового развития; Своевременную оплату труда от 25000 руб. на испытательном сроке, к 6-9 месяцу работы от 45.0000 руб., к году от 80.000 руб. и больше; Интересные и разные задачи; Обучение и сертификация 1С за счет компании; Официальное трудоустройство по ТК РФ; Гибкий график работы 5/2; ДМС, корпоративный спорт, скидки для сотрудников, насыщенную корпоративную жизнь.  НАШИ ОЖИДАНИЯ ОТ ВАС:  Желательно высшее техническое или среднее специальное образование – законченное или студенты последних курсов; Аналитический склад ума и развитое логическое мышление; Умение слышать и слушать другого человека, а также грамотно излагать свои мысли; Готовность к разъездному характеру работы на территории клиента. ";;Желательно высшее техническое или среднее специальное образование – законченное или студенты последних курсов. Аналитический склад ума и развитое логическое мышление. ;Установка, настройка, обновление программных продуктов 1С. Доработка программных продуктов под заказчика. Консультация клиентов по вопросам работы программы 1С.;"1С программирование; 1С: Предприятие 8; 1С программирование; 1С: Документооборот; 1С: Зарплата и управление персоналом";152;0.3333333333333333;1C;1;1;0;0;0;0;1;0;1;0;0;0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
29;55;Программист-разработчик 1С;7.0;4.0;Автоэксперт;2019-12-10T16:15:52+0300;"В крупную российскую компанию (лидер на рынке продаж шин и дисков для автомобилей ) требуется способный программист, готовый развивать и реализовывать свой потенциал в нашем дружном коллективе. Условия работы:  Место работы - офис ст.м. Авиамоторная или Подольский район, село Сынково, ближайшая ст. метро - Аннино; График работы - 5/2, 9.00-18.00; Уровень оплаты обсуждается с успешными кандидатами индивидуально 120 000 + премия; Доставка до места работы корпоративным транспортом от ст. Подольск, маршрут автобуса через города Климовск, Подольск; Оформление по Трудовому Кодексу РФ (Все социальные гарантии, оплачиваемый отпуск, больничный лист); Корпоративная скидка на продукцию и услуги Компании; Работа в интересных проектах и повышение профессиональных навыков; Бесплатный чай/кофе/карамельки; Отличное настроение даже по понедельникам, работа в ярком, молодом и позитивном коллективе.  Обязанности:  Реализация проектов в согласованные сроки; Профессиональная разработка программного кода в 1С: Предприятие 8; Поддержка, доработка и развитие учетных систем на базе платформы 1С; Интеграция с внешними системами (MS SQL, XML, WEB); Обмен между конфигурациями 1С и сторонними сервисами; Обновление типовых и измененных конфигураций; Активное участие во внедрении проектов на продуктах 1С.  Наши ожидания:  Приветствуется наличие сертификатов Специалист от фирмы 1С; Опыт работы в проектах; Экспертные знания типового функционала и механизмов 1С БП 3.0, 1С ЗУП 3.1, 1С УТ 11.4 (желательно знание конфигураций 1С для автоматизации автобизнеса); Практический опыт разработки сложных отчетов на СКД; Опыт разработки управляемых форм; Знание OLE (COM), написание WEB сервисов; Практический опыт работы со сложными запросами; Отличное знание функционирования СКД и примерное описание самых сложных реализованных отчетов; Работа с расширением конфигурации; Понимание клиент-серверного взаимодействия и практический опыт реализации; Знание и использование в работе методологии AGILE.  Рассмотрим кандидата с небольшим опытом работы, но с хорошими базовыми знаниями.Мы ценим:Инициативу, нацеленность на результат.Умение принимать решения и работать в команде.Активную жизненную позицию и желание развиваться.Мы обещаем много интересной работы, новые знания и помощь коллег!";;"Приветствуется наличие сертификатов &quot;Специалист&quot; от фирмы &quot;1С&quot;. Опыт работы в проектах. Экспертные знания типового функционала и механизмов 1С...";"Реализация проектов в согласованные сроки. Профессиональная разработка программного кода в &quot;1С: Предприятие 8&quot;. Поддержка, доработка и развитие учетных систем...";"1С программирование; 1С: Предприятие 8; 1С программирование; 1С: Документооборот; 1С: Зарплата и управление персоналом";155;0.3333333333333333;1C;1;0;1;0;0;0;1;0;1;0;0;0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
30;56;Программист 1С;5.0;3.0;Ржевская птицефабрика (Филиал № 1 Дантон-Птицепром);2019-12-10T09:20:24+0300;"Обязанности: - Создание новых модулей и доработка существующих по техническому заданию и без него (прямое общение с пользователями); - Поддержка, доработка механизмов обмена между базами 1С; - Разработка новых экранных и печатных форм, разработка новых отчетов при помощи СКД; - Подготовка пользовательской документации; - Обучение пользователей, подготовка и проведение тестов. Требования: Образование: среднее-специальное или высшее; Опыт автоматизации различных видов учета на платформе 1С:Предприятие 8.2/8.3; Знание систем 1С:УПП, 1С:ЗУП; Умение пользоваться инструментарием платформы 1С для создания отчетов и анализа данных (СКД и запросы); Знание основ бухгалтерского и производственного учета; Опыт разработки выгрузки/загрузки данных с использованием различных форматов xml, dbf, xls. опыт разработки/изменения правил обмена между конфигурациями 1С (Конвертация данных, РИБ) умение грамотно и четко излагать свои мысли в письменной и устной форме   Условия: По ТК РФ, с 9.00 до 18.00; Полностью белая заработная плата. Комфортабельный офис в центре Москвы, чай-кофе в офисе, компенсация обедов, бесплатный спортивный зал в офисе, бесплатная охраняемая стоянка. .  ";" По ТК РФ, с 9.00 до 18.00; Полностью белая заработная плата. Комфортабельный офис в центре Москвы, чай-кофе в офисе, компенсация обедов, бесплатный спортивный зал в офисе, бесплатная охраняемая стоянка. .  ";Образование: среднее-специальное или высшее. Опыт автоматизации различных видов учета на платформе 1С:Предприятие 8.2/8.3. ;Создание новых модулей и доработка существующих по техническому заданию и без него (прямое общение с пользователями). - Поддержка, доработка механизмов обмена...;"1С: Бухгалтерия; XML; 1С: Документооборот; 1С: Зарплата и управление персоналом; 1С: Предприятие 8";156;0.3333333333333333;1C;1;0;1;0;0;0;1;0;1;0;0;0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0
