;Index;name;min_salary;max_salary;company;published_at;description;conditions;requirement;responsibility;key_skills;id;days;group;city_Москва;min_experience_0;min_experience_1;min_experience_3;min_experience_6;schedule_Гибкий график;schedule_Полный день;schedule_Удаленная работа;employment_Полная занятость;employment_Проектная работа;employment_Стажировка;employment_Частичная занятость; Git; ООП; C#; C/C++; C++; PostgreSQL;MS SQL; JavaScript; SQL; Transact-SQL; Linux; Разработка ПО; HTML; MS SQL Server;C#; Python; Assembler; Xilinx;Python;Схемотехника электронного оборудования;Другие навыки
12;81;Программист-разработчик;6.0;3.0;ФГАУ Российский фонд технологического развития;2019-12-10T11:48:13+0300;Мы разрабатываем информационные системы, которыми пользуются промышленные предприятия по всей стране. Наша задача – доказать, что получение государственных услуг может быть максимально удобным и простым. Наш текущий стек:  Backend: .NET 4.7.x/.NET, ASP.NET MVC Frontend: Angular, JavaScript/TypeScript, Html, CSS Хранение данных: MS SQL Среда разработки: MS Visual Studio Cистема контроля исходного кода: Team Foundation Server  Тебе предстоит:  Проектировать и разрабатывать IT-системы Писать понятный и стабильно работающий код Работать в небольшой команде, активно взаимодействовать с аналитиками, разработчиками и тестировщиками Постоянно развиваться  Мы ждем от тебя:  Уверенное знание языка C# и .NET Framework Понимание принципов ООП, знание паттернов проектирования Общее представление о TDD, DDD Опыт разработки web-приложений с применением стека ASP.NET Знание SQL (написание и оптимизация запросов, хранимых процедур) Желание вникать в бизнес-логику, понимать задачи и проблемы пользователей  От нас:  Премии по итогам работы ДМС Компенсация курсов английского языка на территории офиса Софинансирование обучения (оплата конференций, курсов) Компенсация 50% на спорт ;;Уверенное знание языка C# и .NET Framework. Понимание принципов ООП, знание паттернов проектирования. Общее представление о TDD, DDD. ;Проектировать и разрабатывать IT-системы. Писать понятный и стабильно работающий код. Работать в небольшой команде, активно взаимодействовать с аналитиками, <highlighttext>разработчиками</highlighttext>...;"C#; JavaScript; HTML; .NET Framework; ASP.NET; CSS; Transact-SQL; AngularJS; MS SQL; Bootstrap; TDD; DDD";81;0.3333333333333333;Другие разработчики;1;0;0;1;0;0;1;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
13;87;Ведущий инженер-программист;7.0;4.0;Sercomm Russia;2019-12-11T14:17:23+0300;"Обязанности:  разработка программного обеспечения пользовательского телекоммуникационного оборудования, работающего на сетях передачи данных TCP/IP (IP-маршрутизаторы); работа в составе команды разработчиков программного обеспечения.  Требования:  продолжительный опыт программирования на языке С; опыт разработки ПО для Embedded Linux (встраиваемой ОС) от 3 лет; знание модели OSI и протоколов IP-сетей: TCP, UDP, ARP, DHCP, ICMP, VLAN (802.1Q); опыт разработки сетевых приложений в ОС Linux (userspace, kernel, iptables); знание принципов работы оборудования интернет-доступа: маршрутизаторов (роутеров), точек доступа Wi-Fi, коммутаторов и т.п.; английский язык в рамках профессиональной сферы (общение с сотрудниками офиса, переписка, документация); преимущества: знание Linux Device driver; MIPS; знание протокола TR-069; умение работать в команде, пунктуальность, ответственность при выполнении задач.  Условия:  полный рабочий день, работа в офисе компании; возможны командировки по РФ и за рубеж; заработная плата обсуждается с кандидатом; трудоустройство, отпуск, больничный и пр. в соответствии с ТК РФ, ДМС; возможности профессионального и карьерного роста. собеседование на русском и английском языках, резюме на английском, тестирование; ";"  полный рабочий день, работа в офисе компании; возможны командировки по РФ и за рубеж; заработная плата обсуждается с кандидатом; трудоустройство, отпуск, больничный и пр. в соответствии с ТК РФ, ДМС; возможности профессионального и карьерного роста. собеседование на русском и английском языках, резюме на английском, тестирование; ";Продолжительный опыт программирования на языке С. Опыт разработки ПО для Embedded Linux (встраиваемой ОС) от 3 лет. Знание модели OSI...;Разработка программного обеспечения пользовательского телекоммуникационного оборудования, работающего на сетях передачи данных TCP/IP (IP-маршрутизаторы). Работа в составе команды <highlighttext>разработчиков</highlighttext>...;" Git; ООП; C#; C/C++; C++";87;0.16666666666666666;Другие разработчики;1;0;1;0;0;0;1;0;1;0;0;0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
14;88;Инженер-программист/Разработчик встраиваемого ПО (embedded, ARM + RTOS);5.0;2.0;Модум;2019-12-10T17:19:02+0300;Команда разработчиков программно-аппаратных средств защиты информации ведет поиск программистов уровня middle. Большое количество проектов, работа с крупными заказчиками обеспечивает сложными и интересными задачами каждого члена нашей команды. Мы ждём специалистов, желающих проявить себя и надолго стать частью дружного, постоянно растущего и развивающегося коллектива! Обязанности:  Разработка программного обеспечения для микроконтроллеров ARM Участие в поддержке и разработке средств автоматизированного тестирования  Требования:  Высшее техническое образование Опыт работы с системами баг-трекинга (JIRA) Опыт работы с системами контроля версий (JSVN или GIT) Обязательное знание языка С Знание одного из высокоуровневых языков программирования (C++, C# или Java) Знание английского на уровне чтения технической документации  Условия:  Работа в команде (молодой дружный коллектив) Работа в комфортном офисе в г. Зеленограде, полный рабочий день Оформление по ТК, ДМС Заработная плата от 100 т.р. Премии по результатам работы Отпуск 28 календарных дней Возможности для карьерного роста ;  Работа в команде (молодой дружный коллектив) Работа в комфортном офисе в г. Зеленограде, полный рабочий день Оформление по ТК, ДМС Заработная плата от 100 т.р. Премии по результатам работы Отпуск 28 календарных дней Возможности для карьерного роста ;Высшее техническое образование. Опыт работы с системами баг-трекинга (JIRA). Опыт работы с системами контроля версий (JSVN или GIT). ;Разработка программного обеспечения для микроконтроллеров ARM. Участие в поддержке и разработке средств автоматизированного тестирования.;"Atlassian Jira; Git; Java; Linux; Java SE";88;0.16666666666666666;Другие разработчики;1;0;1;0;0;0;1;0;1;0;0;0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
15;91;Ruby-программист / Разработчик Ruby on Rails (ROR) Junior / Middle;2.0;3.0;Веб Креатор;2019-12-10T11:43:11+0300;"Ищем ruby-программиста в команду разработки. Ищем Middle- / Junior-программиста. Мы ищем человека, который хочет работать и активно развиваться. Мы готовы вас многому научить, но только при вашем желании и активной жизненной позиции. Все ваше обучение и ваш профессиональный рост будут проходить только на практике на рабочих проектах. Нам нужен тот, кто готов много работать в интересных проектах и улучшать свои навыки с космической скоростью. — Мы не стартап, где можно ничего не делать и месяц создавать модальное окно, а потом еще месяц обсуждать с отделом маркетинга его конверсию и улучшать его, перекрашивая кнопки :-) Кто ищет такую «тихую гавань» для деградирующих программистов — проходим сразу мимо нашей вакансии; — Мы аутсорсинговая компания, то есть делаем программные продукты для сторонних заказчиков: проекты могут быть как простые, так и очень сложные, включая решение задач по таким направлениям как: высокие нагрузки, отказоустойчивость, машинное обучение, предиктивная аналитика и др. Это значит, что работы будет много и она будет очень разноплановая, и ваш опыт, соответственно, такой же. После года работы у нас вы вырастите профессионально в несколько раз.   Ожидания: — понимание принципов построения архитектуры веб-приложений— знание Ruby и понимание ООП— опыт разработки на Ruby on Rails— опыт работы с PostgreSQL— знание ОС семейства Linux и умение работать через CLI— умение работать с Git— желание постоянно совершенствоваться и изучать новые технологии   Плюсами будет: — Знакомство с ElasticSearch и Redis— Опыт работы с серверным ПО на production— Знание фронтэнда (HTML, CSS, JS)   Условия: — Современный процесс разработки и использование в работе современных инструментов— Комфортный офис, современная рабочая станция (Mac OS X или Linux на выбор) и доступные виртуальные машины для любых задач— Квалифицированные коллеги и руководство с техническим бэкграундом— Полный рабочий день (возможен гибкий график)— ЗП по результатам собеседования (приветсвуем skype-собеседование)   Ждем вас!"; — Современный процесс разработки и использование в работе современных инструментов— Комфортный офис, современная рабочая станция (Mac OS X или Linux на выбор) и доступные виртуальные машины для любых задач— Квалифицированные коллеги и руководство с техническим бэкграундом— Полный рабочий день (возможен гибкий график)— ЗП по результатам собеседования (приветсвуем skype-собеседование)   Ждем вас!;понимание принципов построения архитектуры веб-приложений. — знание Ruby и понимание ООП. — опыт разработки на Ruby on Rails. — опыт работы с...;;" Git; ООП; C#; C/C++; C++";91;0.3333333333333333;Другие разработчики;1;0;1;0;0;0;1;0;1;0;0;0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
16;94;Программист;9.0;3.0;Pac Group;2019-12-10T09:05:16+0300;"В лидирующем туроператоре PAC GROUP, открыта вакансия Программист (Back-end) . PAC GROUP- туроператор по Европе, существует и успешно развивается на российском рынке туризма уже 29 лет. На данный момент численность компании составляет больше 500 человек, мы ведем работу в Москве, в 23 регионах по России, а так же в зарубежных представительствах.   Условия:  Офис расположен в самом центре Москвы, в 1 минуте ходьбы от ст.м. Китай город; В офисе есть кухня, и зона отдыха; Кандидата ищем в связи с большим количеством задач. Есть сильный Тeam Lead, который введет в курс дела, и не оставит в сложных рабочих ситуациях; В команде 7 разработчиков, существует четкое распределение задач; Оплата: Оклад – 180 тысяч рублей на руки, плюс KPI – 20% от оклада ежемесячно; Оформление в соответствии с Трудовым законодательством с первого рабочего дня; Оплата больничных и отпусков (28 календарных дней); Испытательный срок 3 месяца, но по результату вашей успешной работы, может сократиться до месяца; Хорошие условия по ДМС; График работы: 5/2 - время начала и окончания рабочего дня обсуждается; возможен удаленный формат работы, с возможностью периодически присутствовать в офисе после полугода работы в компании.    Должностные обязанности:  Развитие системы бронирования услуг по всему миру - (авиабилеты); Разработка web-приложений и сервисов на базе платформ MS .NET Framework / .NET Core; Участие в командной разработке.  Требования:  Опыт работы от 3 х лет в сфере web-технологии, GDS, в идеале Sabre; Уверенное знание языка C# и платформы .NET 4.5+ / Core 2.0+(есть подтвержденные завершенные проекты); Знание ASP.NET MVC (наличие завершенных проектов);, Entity Framework, LINQ; Умение работать с системами контроля версий (TFS);   Владение английским языком на уровне переписки.    Ждем вас в нашу команду!  ";"  Офис расположен в самом центре Москвы, в 1 минуте ходьбы от ст.м. Китай город; В офисе есть кухня, и зона отдыха; Кандидата ищем в связи с большим количеством задач. Есть сильный Тeam Lead, который введет в курс дела, и не оставит в сложных рабочих ситуациях; В команде 7 разработчиков, существует четкое распределение задач; Оплата: Оклад – 180 тысяч рублей на руки, плюс KPI – 20% от оклада ежемесячно; Оформление в соответствии с Трудовым законодательством с первого рабочего дня; Оплата больничных и отпусков (28 календарных дней); Испытательный срок 3 месяца, но по результату вашей успешной работы, может сократиться до месяца; Хорошие условия по ДМС; График работы: 5/2 - время начала и окончания рабочего дня обсуждается; возможен удаленный формат работы, с возможностью периодически присутствовать в офисе после полугода работы в компании.    Должностные обязанности:  Развитие системы бронирования услуг по всему миру - (авиабилеты); Разработка web-приложений и сервисов на базе платформ MS .NET Framework / .NET Core; Участие в командной разработке.  Требования:  Опыт работы от 3 х лет в сфере web-технологии, GDS, в идеале Sabre; Уверенное знание языка C# и платформы .NET 4.5+ / Core 2.0+(есть подтвержденные завершенные проекты); Знание ASP.NET MVC (наличие завершенных проектов);, Entity Framework, LINQ; Умение работать с системами контроля версий (TFS);   Владение английским языком на уровне переписки.    Ждем вас в нашу команду!  ";Опыт работы от 3 х лет в сфере web-технологии, GDS, в идеале Sabre. Уверенное знание языка C# и платформы...;Развитие системы бронирования услуг по всему миру - (авиабилеты). Разработка web-приложений и сервисов на базе платформ MS .NET Framework / .NET...;" Git; ООП; C#; C/C++; C++";94;0.3333333333333333;Другие разработчики;1;0;0;1;0;0;1;0;1;0;0;0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
17;99;Программист-разработчик;5.0;3.0;АйПильсин;2019-12-11T18:57:20+0300;Что мы делаем и кого мы ищем: Мы предоставляем людям удобный и быстрый доступ в Интернет, телефонию, телевидение и даже охрану.Для этого мы постоянно придумываем что-то новое и улучшаем старое - именно поэтому наши администраторы мгновенно реагируют на проблемы с сетью, поддержка уже снимая трубку видит всё для диагностики, а бухгалтеры не тратят недели на рассылку счетов.Но идей у нас всегда больше, чем рук для их воплощения, так что мы ищем в команду ещё одного фаната своего дела. Наши требования:  Опыт коммерческой разработки от 2 лет. Или - для выпускников IT-направлений - наличие серьёзных курсовых/дипломных проектов. Английский на уровне свободного чтения документации. Практическое знание двух и более языков (хорошо, если это Golang / Java / Python / C). Опыт работы с GNU/Linux в режиме командной строки. Навыки работы с VCS (лучше DVCS) и стойкое понимание необходимости их использования.  Желательно:  Опыт работы с микроконтроллерами и программирование под них. Хорошее знание схемотехники.  Вам понадобятся:  Умение выбирать инструменты и библиотеки для своей работы, а также обосновывать их использование. Широкий кругозор и желание его развивать (мы используем для разных задач наиболее подходящие инструменты, так что остаться исключительно Java-программистом не получится). Понимание и чутьё на то, когда нужно вспомнить о функциональщине или паттернах банды четырёх, а когда нужно оптимизировать кусок кода в ущерб красивой абстракции. Энтузиазм, желание обсуждать, спорить, искать и воспринимать информацию в поисках наилучших решений, как на уровне кодинга, так и на уровне архитектуры. Понимание того, что отсутствие ТЗ - повод принять участие в его рождении, а не писать код как попало.  Условия: Социальный пакет (медицинская страховка, оплачиваемый отпуск, доступ в интернет, телефон, телевидение).Корпоративные мероприятия, праздники. Иногда выезжаем поиграть в волейбол или устраиваем шашлыки.Завтраки и обеды в офисе, комната отдыха со столами для бильярда и настольного тенниса и приставкой.Если вы хотите переехать к нам из другого города, то мы постараемся помочь с поиском жилья. График работы: Рабочие дни: понедельник - пятница с 10:00 до 19:00 (временной диапазон не фиксирован, нам нужны высыпающиеся программисты).Выходные дни: суббота - воскресенье, государственные праздники.Часть работы возможно выполнять дома или в другом удобном для Вас месте.; Социальный пакет (медицинская страховка, оплачиваемый отпуск, доступ в интернет, телефон, телевидение).Корпоративные мероприятия, праздники. Иногда выезжаем поиграть в волейбол или устраиваем шашлыки.Завтраки и обеды в офисе, комната отдыха со столами для бильярда и настольного тенниса и приставкой.Если вы хотите переехать к нам из другого города, то мы постараемся помочь с поиском жилья. График работы: Рабочие дни: понедельник - пятница с 10:00 до 19:00 (временной диапазон не фиксирован, нам нужны высыпающиеся программисты).Выходные дни: суббота - воскресенье, государственные праздники.Часть работы возможно выполнять дома или в другом удобном для Вас месте.;Опыт коммерческой разработки от 2 лет. Или - для выпускников IT-направлений - наличие серьёзных курсовых/дипломных проектов. Английский на уровне свободного...;;" Git; ООП; C#; C/C++; C++";99;0.0;Другие разработчики;1;0;1;0;0;1;0;0;1;0;0;0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
18;0;Программист станков ЧПУ;4.0;3.0;Zart;2019-12-09T17:28:40+0300;"Наша компания занимается бизнес-тюнингом автомобилей премиум сегмента. С 1994 года мы предлагаем своим клиентам уникальные решения по тюнингу салонов автомобилей! Обязанности:  Написание управляющих программ, создание моделей; Изготовление пространственных (3D) деталей из дерева, пластика, алюминия; Ведение процесса обработки сложных деталей; Макетные не высокоточные работы; Перспектива карьерного роста.    Требования:  Образование высшее; Опыт написания управляющих программ; Знание программ: PowerMill, ArtCam, 3Dmax, Rhino. MOI, NX10; Чтение и создание чертежей деталей. Желателен опыт 3D моделирования; Исполнительность, нацеленность на результат, инициативность, умение ладить в коллективе.    Условия:  Офис - г. Зеленоград (северная промзона); График работы 5/2 (09:00 - -18:00). ";"  Офис - г. Зеленоград (северная промзона); График работы 5/2 (09:00 - -18:00). ";Образование высшее. Опыт написания управляющих программ. Знание программ: PowerMill, ArtCam, 3Dmax, Rhino. MOI, NX10. Чтение и создание чертежей...;Написание управляющих программ, создание моделей. Изготовление пространственных (3D) деталей из дерева, пластика, алюминия. Ведение процесса обработки сложных деталей. ;" Git; ООП; C#; C/C++; C++";100;0.3333333333333333;Другие разработчики;1;0;0;1;0;0;1;0;1;0;0;0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
19;2;Технолог-разработчик;7.0;3.0;Компания Время;2019-12-11T12:51:17+0300;"Обязанности:   Разработка рецептур вкусо-ароматических и функциональных смесей для мясоперерабатывающих предприятий;   Изготовление мясопродуктов с тестируемыми смесями в экспериментальном цехе;   Участие во внедрение разработанных добавок, проведение дегустаций;   Составление технической документации, спецификаций, презентаций.   Требования:   Профильное образование (технология мясопродуктов, технология пищевых ингредиентов);   знание функциональных свойств пищевых ингредиентов для мясоперерабатывающей промышленности;   опыт самостоятельной разработки и копирования смесей;   опыт производства мясопродуктов;   опыт работы технологом-разработчиком пищевых добавок не менее 3-х лет.   Условия:   Заработная плата 150 000 руб. + % за внедрённые разработки;   Место работы – офис компании в г. Москва. М. Тушинская.   Трудоустройство в полном соответствии с Трудовым Кодексом РФ   Бесплатная, свободная парковка.   Адекватное руководство.  ";"   Заработная плата 150 000 руб. + % за внедрённые разработки;   Место работы – офис компании в г. Москва. М. Тушинская.   Трудоустройство в полном соответствии с Трудовым Кодексом РФ   Бесплатная, свободная парковка.   Адекватное руководство.  ";Опыт самостоятельной разработки и копирования смесей. Опыт производства мясопродуктов. Опыт работы технологом-<highlighttext>разработчиком</highlighttext> пищевых добавок не менее 3-х лет.;Разработка рецептур вкусо-ароматических и функциональных смесей для мясоперерабатывающих предприятий. Изготовление мясопродуктов с тестируемыми смесями в экспериментальном цехе. ;" Git; ООП; C#; C/C++; C++";102;0.16666666666666666;Другие разработчики;1;0;0;1;0;0;1;0;1;0;0;0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
20;3;Программист VBA Access;5.0;3.0;НТЦ ЗЭРС;2019-12-11T08:24:13+0300;"Обязанности:   Разработка интеграций с различными информационными системами.  Разработка программного кода интерфейса Microsoft Office Access  Требования:   Подтвержденный положительный опыт участия в проектах автоматизации бизнес-процессов и производства   Наличие навыков программирования VBA Access, .   Условия:  Удаленная работа или работа в офисе (возможные разные виды взаимодействия). Гибкий график Интересные задачи, перспективы профессионального роста; ЗП обсуждается на собеседовании ";"  Удаленная работа или работа в офисе (возможные разные виды взаимодействия). Гибкий график Интересные задачи, перспективы профессионального роста; ЗП обсуждается на собеседовании ";Подтвержденный положительный опыт участия в проектах автоматизации бизнес-процессов и производства. Наличие навыков программирования VBA Access, .;Разработка интеграций с различными информационными системами. Разработка программного кода интерфейса Microsoft Office Access.;"MS Access; Microsoft Access; MS Office; Access; Умение работать в коллективе";103;0.16666666666666666;Другие разработчики;1;0;0;1;0;1;0;0;0;0;0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
21;11;Программист по доработке CRM;2.0;2.0;Институт повышения квалификации специалистов;2019-12-10T11:29:35+0300;Удаленный программист по доработке CRM Обязанности: - развитие CRM учебного центра - развитие структуры БД, - создание пользовательских функций-скриптов на языках Pascal и SQL в действующем ПО архитектуры клиент-сервер Требования:  - возможность периодически приезжать в офис (метро Тушинская) - понимание принципов построения реляционных БД и управления ими - знание языков: SQL, Pascal, PHP, HTML– «на четыре балла» с опытом работы от полугода. - знание СУБД Firebird – хотя бы «на три с плюсом» (знать её возможности, отличия, преимущества, новшества последних версий, уметь обновить версию) с опытом администрирования (резервное копирование и восстановление, добавление и удаление пользователей, назначение и изменение прав доступа к объектам БД, корректное и ответственное управление метаданными) - с опытом работы от полугода. - хорошее знание Delphi - с опытом работы от 3-х лет. Условия: - Работа надомная - Оплата сдельная, за выполненные пакеты доработок с предварительным согласованием стоимости пакетов; - Работа надомная - Оплата сдельная, за выполненные пакеты доработок с предварительным согласованием стоимости пакетов;понимание принципов построения реляционных БД и управления ими. - знание языков: SQL, Pascal, PHP, HTML– «на четыре балла» с опытом работы...;Удаленный <highlighttext>программист</highlighttext> по доработке CRM. - развитие CRM учебного центра. - развитие структуры БД. - создание пользовательских функций-скриптов на языках Pascal и...;"понимание принципов построения реляционных БД и управления ими; знание СУБД Firebird; знание языков: SQL, Pascal, PHP, HTML; знание Delphi";111;0.3333333333333333;Другие разработчики;1;0;0;1;0;0;0;1;0;0;0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
22;33;Ведущий разработчик;4.0;4.0;Инсайрес;2019-12-12T11:59:19+0300;"Функциональные обязанности:  Оценка трудоемкости проектируемых решений. Разработка программного обеспечения (программирование). Развитие/модернизация программного обеспечения. Повышение качества программного обеспечения. Приемка и контроль качества кода. Участие в разработка архитектурных решений. Участие в выборе платформ, компонентов и средств разработки.  Требования:  Опыт работы в команде, Знания и опыт:  C#, ASP.NET MVC 3-5,Entity Framework, LINQ JavaScript, Ajax, jQuery, CSS, HTML; T-SQL; MS Visual Studio; MS management studio; MS SQL Server; TFS.    Плюсом будет являться :  Vue.js 2,TypeScript 3 PL/pgSQL, pgAdmin, PostgreSQL git  Ответственность:  Своевременность и качество выполнения работ.  Условия:  Полная занятость, работа по трудовому договору в офисе Компании, заработная плата по итогам собеседования. Для соискателей из других городов есть возможность удаленной работы. Метро Академическая (5 минут пешком от метро). ";  Полная занятость, работа по трудовому договору в офисе Компании, заработная плата по итогам собеседования. Для соискателей из других городов есть возможность удаленной работы. Метро Академическая (5 минут пешком от метро). ;Опыт работы в команде. Знания и опыт: C#, ASP.NET MVC 3-5,Entity Framework, LINQ. JavaScript, Ajax, jQuery, CSS, HTML. ;Оценка трудоемкости проектируемых решений. Разработка программного обеспечения (программирование). Развитие/модернизация программного обеспечения. Повышение качества программного обеспечения. Приемка и контроль качества...;"ASP.NET; C#; MVC; JavaScript; Transact-SQL; jQuery; Ajax; PostgreSQL; MS SQL Server; LINQ; Entity Framework; TFS; Git";133;0.0;Другие разработчики;1;0;0;1;0;0;1;0;1;0;0;0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
23;61;Системный программист Linux;6.0;6.0;СВЕМЕЛ, Многопрофильное внедренческое предприятие;2019-12-11T09:50:52+0300;"Обязанности: - Сборка ПО под целевые архитектуры (ARM, x86_64)- Согласование и реализация протоколов коммуникации с оборудованием, функционирующим под управлением ОС семейства Linux;- Доработка DTS под конкретную платформу- Исследование и изменение реализации системных механизмов ядра и библиотек;- Устранение ошибок в существующем программном обеспечении;- Документирование требований, кода, структур данных, процессов взаимодействия компонентов- Составлять документацию на реализованный функционал;- Написание тестов для разработанных программных компонентов- Отладка, оптимизация и тестирование кода.Требования:- Высшее техническое образование;- Опыт системного программирования: от 3 x лет- Знание средств разработки Unix/GNU (GCC, binutils, shell utilities and scripting, Makefile, etc.) cross-compilation ;- Опыт разработки BSP для различных аппаратных платформ (архитектуры ARM, x86), ;- Знание технологий сетей передачи данных (стек TCP\IP, Ethernet)- Владение средствами коллективной разработки и контроля версий (Git)- Английский язык: чтение технической литературыПриветствуется:- Опыт командной работы и знание основных процессов разработки ПО.- Знание или умение разобраться в языках ассемблера процессоров разных архитектур.- Опыт разработки ПО для смарт карт.- Базовые знания в области криптографии- Базовые знания в электронике и схемотехнике («чтение» электрических схем)- Участие в open-source проектахВажные качества:- способность к самостоятельной работе;   Условия:  Пятидневная рабочая неделя, с 9-00 до 18-00 (с 13-00 до 14-00 обед), оформление по ТК, соцпакет Официальное трудоустройство, белая зарплата Премии по результатам выполнения проекта. Интересные задачи в области информационной безопасности, сетевого взаимодействия программных компонент и т.д. Дружественная атмосфера в коллективе Зарплата определяется по итогам собеседования на основе Вашей компетенции и опыта Офис у ст.м. Бутырская, 5 мин пешком   ";  Пятидневная рабочая неделя, с 9-00 до 18-00 (с 13-00 до 14-00 обед), оформление по ТК, соцпакет Официальное трудоустройство, белая зарплата Премии по результатам выполнения проекта. Интересные задачи в области информационной безопасности, сетевого взаимодействия программных компонент и т.д. Дружественная атмосфера в коллективе Зарплата определяется по итогам собеседования на основе Вашей компетенции и опыта Офис у ст.м. Бутырская, 5 мин пешком   ;Высшее техническое образование. - Опыт системного программирования: от 3 x лет. - Знание средств разработки Unix/GNU (GCC, binutils, shell utilities and...;Сборка ПО под целевые архитектуры (ARM, x86_64). - Согласование и реализация протоколов коммуникации с оборудованием, функционирующим под управлением...;"Linux; TCP/IP; Git; Английский язык; Assembler; C/C++";161;0.16666666666666666;Другие разработчики;1;0;0;1;0;0;1;0;1;0;0;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0
