;Index;name;min_salary;max_salary;company;published_at;description;requirement;responsibility;key_skills;conditions;id;days;group;city_Екатеринбург;city_Новосибирск;city_Санкт-Петербург;min_experience_0;min_experience_1;min_experience_3;min_experience_6;schedule_Гибкий график;schedule_Полный день;schedule_Сменный график;schedule_Удаленная работа;employment_Полная занятость;employment_Проектная работа;employment_Стажировка;employment_Частичная занятость; SQL; C#; MS SQL;C++; Python; Oracle Pl/SQL; MS SQL Server;Разработка и сопровождение. Работа в команде над интересным проектом. Использование git, jira, pycharm, webstorm и других инструментов.; Java; PostgreSQL;C#; Git;разработка программного обеспечения для программируемого логического контроллера (PLC), для верхнего уровня (HMI – панели оператора, SCADA – системы). - участие в подготовке документации...;Компания специализируется на разработке и поставках комплексов и систем, предназначенных для определения технического состояния узлов роторного оборудования. Мы используем современные...;Участие в доработке системы в качестве консультанта SAP ABAP. Разработка и поддержка модулей SD, MM, FI, HR, CRM. ;Разработка, отладка и оптимизация программ в рамках проекта. Проведение функционального и интеграционного тестирования совместно с функциональными консультантами. Контроль продуктивного старта...;JavaScript;SQL; Математическое программирование; JavaScript;Другие навыки
44;78;Инженер-разработчик 1 категории;2.0;3.0;Светлана-Электронприбор;2019-12-09T17:47:50+0300;Обязанности:  Разработка структурных схем, принципиальных схем МИС СВЧ. Моделирование характеристик, разработка методик испытаний, контроля, отбраковки наногетероструктурных МИС СВЧ. Подготовка КД для запуска МИС СВЧ в производство. Введение по технологическому маршруту полупроводниковых пластин МИС СВЧ. Load Pull измерения на зондовой станции. Статистический анализ данных и составление плана по оптимизации параметров МИС СВЧ.  Требования:  Высшее образование (микроэлектроника, радиоэлектроника) Знания физики гетеро-эпитаксиальных структур, гетероструктурных приборов, Основы технологии МИС СВЧ, Современные системы моделирования и проектирования СВЧ устройств и МИС СВЧ. Схемотехники активных и пассивных устройств СВЧ.  Условия:  Заработная плата полностью белая. Оформление по ТК РФ, пятидневная рабочая неделя, стабильная выплата зарплаты (2 раза в месяц), посещение фитнеса (бассейна), ДМС. ;  Заработная плата полностью белая. Оформление по ТК РФ, пятидневная рабочая неделя, стабильная выплата зарплаты (2 раза в месяц), посещение фитнеса (бассейна), ДМС. ;Высшее образование (микроэлектроника, радиоэлектроника). Знания физики гетеро-эпитаксиальных структур, гетероструктурных приборов. Основы технологии МИС СВЧ. Современные системы моделирования и проектирования...;Разработка структурных схем, принципиальных схем МИС СВЧ. Моделирование характеристик, разработка методик испытаний, контроля, отбраковки наногетероструктурных МИС СВЧ. Подготовка КД для...;"Статистический анализ; Производственный контроль; Статистика; Умение работать в коллективе; Схемотехника электронного оборудования";278;0.10344827586206896;Другие разработчики;0;0;1;0;1;0;0;0;1;0;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
45;84;Инженер-программист (Linux);2.0;3.0;Опытно-конструкторское бюро Электроавтоматика имени П.А. Ефимова;2019-12-10T15:59:21+0300;"Опытно-конструкторское бюро Электроавтоматика имени П.А. Ефимова - являющееся одним из ведущих предприятий авиационной промышленности по разработке бортовой авионики объявляет на должность инженера-программиста в Научно-исследовательский центр для работы на ОС Linux. Обязанности:  Сопровождение и модернизация ПО стендовых АСУТП-И, поддержание информационных систем и СВТ в рабочем состоянии; Подготовка и проведение испытаний на всех испытательных стендах ИспЦ; Проведение метрологических поверок СИ стендов, анализ и оформление результатов испытаний, работа с СУБД по испытаниям и по метрологии, передача данных испытаний на сервера ОКБ;  Поддержание ПО АСУТП-И стендов в рабочем состоянии и участие в создании АПК.   Требования:  Высшее техническое образование Владение ПК: Уровень опытного пользователя СВТ, прикладного программиста в ОС Linux и Windows Специальные профессиональные навыки: умение программирования элементов систем автоматизации испытаний; Опыт работы - от 2х лет.  Условия: - Официальное трудоустройство по ТК РФ; - Работа на территории работодателя; - Пятидневная рабочая неделя (пн-пт с 8:15 до 17:00); - Достойный уровень заработной платы, обсуждается с успешными кандидатами после прохождения тестирования.";" - Официальное трудоустройство по ТК РФ; - Работа на территории работодателя; - Пятидневная рабочая неделя (пн-пт с 8:15 до 17:00); - Достойный уровень заработной платы, обсуждается с успешными кандидатами после прохождения тестирования.";Высшее техническое образование. Владение ПК: Уровень опытного пользователя СВТ, прикладного <highlighttext>программиста</highlighttext> в ОС Linux и Windows. Специальные профессиональные навыки: умение...;Сопровождение и модернизация ПО стендовых АСУТП-И, поддержание информационных систем и СВТ в рабочем состоянии. Подготовка и проведение испытаний на...;"Linux; Mathcad; MATLAB; C++; Тестирование";284;0.06896551724137931;Другие разработчики;0;0;1;0;1;0;0;0;1;0;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
46;98;DSP-программист;3.0;4.0;Специальный Технологический Центр;2019-12-02T15:19:53+0300;"Крупный холдинг, занимающий лидирующее место на отечественном рынке разработки и производства средств связи, телекоммуникаций и навигации, приглашает на работу на должность DSP программист-аналитик Обязанности:  Проведение исследований в области цифровой обработки сигналов Реализация современных алгоритмов обработки сигналов Разработка кроссплатформенного программного обеспечения  Требования:  Высшее техническое образование Знание теории цифровой обработки сигналов Опыт реализации демодуляторов (OFDM, QAM, TCM, PSK, FSK, …) Опыт реализации эквалайзеров (LMS, RLS, Turbo equalization, …) Опыт оптимизации приложений по скорости и потреблению ресурсов Опыт реализации эффективных многопоточных алгоритмов Знание технологий (OFDM, DSSS, FHSS) Знание C++11/14/17, STL, Assembler Система контроля версий Git/SVN Опыт работы с MATLAB/LabVIEW Умение внимательно читать стандарты, статьи и чужой исходный код Английский язык на уровне чтения технической документации  Будет плюсом:  Знание OpenMP, Intel TBB Знание BOOST Опыт работы с GPU CUDA/OpenCL Опыт работы с Qt Опыт реверс-инжиниринга  Мы предлагаем:  Интересные задачи и молодой дружный коллектив Возможность для профессионального и карьерного роста Высокую заработную плату; определяется по результатам интервью Премирование по результатам работы + премия по итогам года в размере 100% оклада Оплачиваемый отпуск 28 календарных дней Оформление по ТК РФ Гибкий график работы Комфортный офис в бизнес-центре (г. Санкт-Петербург) ";"  Интересные задачи и молодой дружный коллектив Возможность для профессионального и карьерного роста Высокую заработную плату; определяется по результатам интервью Премирование по результатам работы + премия по итогам года в размере 100% оклада Оплачиваемый отпуск 28 календарных дней Оформление по ТК РФ Гибкий график работы Комфортный офис в бизнес-центре (г. Санкт-Петербург) ";Высшее техническое образование. Знание теории цифровой обработки сигналов. Опыт реализации демодуляторов (OFDM, QAM, TCM, PSK, FSK, …). Опыт реализации эквалайзеров (LMS...;Проведение исследований в области цифровой обработки сигналов. Реализация современных алгоритмов обработки сигналов. Разработка кроссплатформенного программного обеспечения.;;298;0.3448275862068966;Другие разработчики;0;0;1;0;1;0;0;0;1;0;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
47;3;Программист-разработчик;2.0;3.0;Конфидент;2019-12-09T10:00:17+0300;"Группа компаний «Конфидент» - одна из первых негосударственных организаций в России, предложивших российскому рынку услуги в области защиты информации. За 27 лет существования в группе компаний «Конфидент» сформировалось несколько направлений деятельности: оказание различных видов консультационных услуг в области безопасности, разработка сертифицированных систем защиты информации, создание комплексных систем информационной безопасности, противодействие экономическому шпионажу, а также аттестация объектов информатизации. В связи с расширением продуктового ряда, группа компаний открывает новые вакансии. Обязанности:  участие в разработке средства доверенной загрузки; низкоуровневое программирование (UEFI, Linux).    Требования: Обязательно:  уверенное знание С/С++; опыт разработки под Linux.  Желательно:  знакомство с низкоуровневой архитектурой PC (прерывания, порты ввода-вывода, ассемблер x86); знакомство с Qt, UEFI; опыт сборки дистрибутивов Linux по особым требованиям; опыт создания программ, работающих в реальном режиме процессора; IDA pro, valgrind, gdb.    Условия:  мы предлагаем стабильность, дружный коллектив, хорошие условия труда, своевременную и достойную оплату труда (обсуждается на собеседовании); заработная плата - по результатам собеседования (оклад+ежемесячные премии, белая); оформление по ТК РФ (социальный пакет: оплачиваемый отпуск, больничный, ДМС); график работы: гибкий, пятидневка; 10 минут пешком от ст.м.Елизаровская. ";"  мы предлагаем стабильность, дружный коллектив, хорошие условия труда, своевременную и достойную оплату труда (обсуждается на собеседовании); заработная плата - по результатам собеседования (оклад+ежемесячные премии, белая); оформление по ТК РФ (социальный пакет: оплачиваемый отпуск, больничный, ДМС); график работы: гибкий, пятидневка; 10 минут пешком от ст.м.Елизаровская. ";Уверенное знание С/С++. Опыт разработки под Linux. Знакомство с низкоуровневой архитектурой PC (прерывания, порты ввода-вывода, ассемблер x86). ;Участие в разработке средства доверенной загрузки. Низкоуровневое программирование (UEFI, Linux).;;303;0.10344827586206896;Другие разработчики;0;0;1;0;1;0;0;0;1;0;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
48;8;Инженер-программист 1 категории;2.0;1.0;КБ Арсенал;2019-12-04T09:01:19+0300;"Обязанности:  поддержка и сопровождение существующих проектов на Access; программирование на VB.Net.  Требования:  высшее образование; уметь работать в MS Access с программированием на VBA; опыт разработки VB.Net.  Условия:  рабочий день с 8.20 до 17.10, в пятницу до 16.10; ";"  рабочий день с 8.20 до 17.10, в пятницу до 16.10; ";Высшее образование. Уметь работать в MS Access с программированием на VBA. Опыт разработки VB.Net.;Поддержка и сопровождение существующих проектов на Access. Программирование на VB.Net.;"VBA; MS Access";308;0.27586206896551724;Другие разработчики;0;0;1;1;0;0;0;0;1;0;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
49;23;Embedded разработчик;3.0;3.0;Радиофид;2019-12-09T15:21:30+0300;"Мы - особенная компания: мы разрабатываем уникальные продукты, у нас всегда есть новые проекты, сложные, но интересные задачи и мы успешно с ними справляемся, потому что просто занимаемся любимым делом! Мы - это не менее уникальная команда, увлечённая и профессиональная. И сейчас мы ищем в свою команду Embedded разработчика. Задачи:  Подбор аппаратной части платформы Составление структурных схем Постановка задач схемотехникам и их контроль Тестирование схемотехники Прототипирование, исследование и имплементация  Чего ждём от тебя:  Отличное знание Linux Знание аппаратной части встраиваемых систем (OpenWRT) Знание shell/bash Желательно C Опыт сборки OpenWRT  Что предлагаем мы:  Офис недалеко от метро Озерки и Пр. Просвещения (5 минут на трамвае или 10 минут пешком); Оформление по ТК РФ, белая зп, исп. срок 3 мес. График работы: 5/2, гибкий режим: начало работы в интервале с 9:30 до 11:00, окончание работы с 18:00 до 19:30 соответственно; Уровень заработной платы обсуждается с каждым успешным кандидатом индивидуально; Мы точно не бюрократы; 50% компенсация обедов в кафе, абонемента в спорт клуб, ДМС, зерновой кофе каждый день; Ждём тебя в нашу команду! ";;Отличное знание Linux. Знание аппаратной части встраиваемых систем (OpenWRT). Знание shell/bash. Желательно C. Опыт сборки OpenWRT.;Подбор аппаратной части платформы. Составление структурных схем. Постановка задач схемотехникам и их контроль. Тестирование схемотехники. Прототипирование, исследование и имплементация.;"Linux; Bash; OpenWRT";323;0.10344827586206896;Другие разработчики;0;0;1;0;1;0;0;0;1;0;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
50;42;Программист микроконтроллеров (С/stm32);3.0;3.0;Специальный Технологический Центр;2019-11-29T08:53:57+0300;Обязанности:  Разработка цифровой электроники Программирование микроконтроллеров    Требования:  Знание языка программирования C на уровне выше среднего Опыт работы с контроллерами STM32 Знание цифровой и аналоговой схемотехники от среднего уровня Работа с системами контроля версий, таск трекинга    Условия:  Официальное оформление по ТК РФ Пятидневная рабочая неделя с 9-00 до 18-00 З/П 2 раза в месяц без задержек Возможность повышения квалификации ;  Официальное оформление по ТК РФ Пятидневная рабочая неделя с 9-00 до 18-00 З/П 2 раза в месяц без задержек Возможность повышения квалификации ;Знание языка программирования C на уровне выше среднего. Опыт работы с контроллерами STM32. Знание цифровой и аналоговой схемотехники от...;Разработка цифровой электроники. Программирование микроконтроллеров.;"STM32; C/C++";342;0.4482758620689655;Другие разработчики;0;0;1;0;1;0;0;0;1;0;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
51;48;Программист;2.0;3.0;Группа компаний «Эталон»;2019-11-28T08:20:05+0300;"Цель – Разработка нового функционала и доработка существующего функционала внутренней информационной системы Обязанности:  Разработка нового функционала с учетом текущего плана задач в установленные руководителем сроки; Написание нового кода в соответствии со стандартами, с учетом необходимости упрощения дальнейшей поддержки системы; Модернизация функционала с целью увеличения производительности труда сотрудников; Оптимизация существующего функционала с целью увеличения быстродействия.  Требования:   Высшее техническое образование;   Опыт работы программистом не менее 5-х лет;   Знание native PHP, HTML, JavaScript, SQL, XML;   Умение разбираться в чужом коде.   Условия:  Оформление: согласно ТК РФ; График работы: 5/2; Заработная плата: оклад + премия за результаты работы; ДМС; Место работы: ст. м Пионерская, Богатырский пр., шаговая доступность. ";"  Оформление: согласно ТК РФ; График работы: 5/2; Заработная плата: оклад + премия за результаты работы; ДМС; Место работы: ст. м Пионерская, Богатырский пр., шаговая доступность. ";Высшее техническое образование. Опыт работы <highlighttext>программистом</highlighttext> не менее 5-х лет. Знание native PHP, HTML, JavaScript, SQL, XML. ;Разработка нового функционала с учетом текущего плана задач в установленные руководителем сроки. Написание нового кода в соответствии со стандартами, с...;"PHP; HTML; JavaScript; SQL; XML";348;0.4827586206896552;Другие разработчики;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
52;63;Разработчик CRM;4.0;3.0;STudia-54;2019-12-11T11:31:18+0300;Studia-54 - это активно развивающаяся студия дизайна интерьеров, архитектурного проектирования и строительства. Мы работаем по всему миру, создавая эксклюзивные проекты в нашей собственной стилистике. Мы ищем талантливого и увлеченного своей работой разработчика. Наша цель - быть лучшими на рынке дизайна и архитектуры, поэтому в команде мы хотим видеть тех, кто поможет нам вместе ее достигнуть. Вы должны гореть своим делом, уметь предлагать идеи и реализовывать их, анализировать свои ошибки, и иметь стремление к постоянному развитию.Обязанности:  Разработка CRM для компании Тестирование CRM Внедрение CRM  Требования:  Владеть необходимыми техническими навыками для создания CRM Стратегическое планирование Рациональное мышление Четкость и исполнительность. Коммуникабельность, умение общаться  Условия:  Дружественный коллектив Бонусы, премии и карьерный рост Интересные проекты и возможность самореализации Возможность карьерного роста Полный рабочий день На территории работодателя     ;  Дружественный коллектив Бонусы, премии и карьерный рост Интересные проекты и возможность самореализации Возможность карьерного роста Полный рабочий день На территории работодателя     ;Владеть необходимыми техническими навыками для создания CRM. Стратегическое планирование. Рациональное мышление. Четкость и исполнительность. Коммуникабельность, умение общаться.;Разработка CRM для компании. Тестирование CRM. Внедрение CRM.;"Adobe Photoshop; Умение работать в команде; Дизайн интерьера; Креативность; Стратегическое мышление";363;0.034482758620689655;Другие разработчики;0;0;1;1;0;0;0;0;1;0;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
53;70;Программист-разработчик;2.0;3.0;ЭТЛАС;2019-11-29T10:44:56+0300;"Обязанности:  Анализ существующих бизнес-процессов на предприятии, при необходимости их реструктуризация, поиск оптимальных вариантов их реализации, проектирование, согласование, внедрение. Настройка имеющихся программных продуктов и их сопровождение; Администрирование конфигураций с типовыми и не типовыми решениями; Доработка типовых программных продуктов в соответствии с задачами фирмы; Написание внутренних инструкций по работе с 1С и администрированию; Консультирование и обучение пользователей работе в 1С.  Требования:  Понимание основ бухгалтерского и операционного учета компании; Знания типового функционала конфигурации 1С; Умение работать в команде и контактировать с пользователями; Опыт программирования в 1С; Опыт доработки типовых решений; Ответственность‚ активность‚ трудолюбие; Знание основ объектно-ориентированного программирования.  Условия:  заработная плата определяется по результатам собеседования. ";  заработная плата определяется по результатам собеседования. ;Понимание основ бухгалтерского и операционного учета компании. Знания типового функционала конфигурации 1С. Умение работать в команде и контактировать с...;Анализ существующих бизнес-процессов на предприятии, при необходимости их реструктуризация, поиск оптимальных вариантов их реализации, проектирование, согласование, внедрение. ;"1С программирование; 1С: Предприятие 8; 1С: Зарплата и управление персоналом; 1С: Документооборот; 1С: Управление Торговлей";370;0.4482758620689655;Другие разработчики;0;0;1;0;1;0;0;0;1;0;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
54;76;Инженер-программист VHDL/Verilog;2.0;3.0;НИИ Вектор;2019-12-02T14:00:05+0300;Обязанности:  Реализация и верификация в аппаратуре (на бале ПЛИС, БМК) устройств цифровой обработки сигналов. Интеграция модулей ЦОС и интерфейсных модулей. Поддержка и модернизация существующих проектов.  Требования:  Знание VHDL (предпочтительнее) и/или Verilog. Умение работать в симуляторах. Знание интерфейсов UART, I2C, SPI, Ethernet, SerDes (в ПЛИС последних поколений). Понимание основ ЦОС. Опыт работы с ПЛИС Xilinx/Altera(Intel) последних поколений. Владение САПР разработки под ПЛИС Xilinx/Altera(Intel). Владение системами контроля версий Git.  Условия:  Заработная плата от 70 000 рублей. Официальное трудоустройство. График работы 5/2. ДМС. ;  Заработная плата от 70 000 рублей. Официальное трудоустройство. График работы 5/2. ДМС. ;Знание VHDL (предпочтительнее) и/или Verilog. Умение работать в симуляторах. Знание интерфейсов UART, I2C, SPI, Ethernet, SerDes (в...;Реализация и верификация в аппаратуре (на бале ПЛИС, БМК) устройств цифровой обработки сигналов. Интеграция модулей ЦОС и интерфейсных модулей. ;;376;0.3448275862068966;Другие разработчики;0;0;1;0;1;0;0;0;1;0;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
55;77;Инженер-программист по интеграции систем мониторинга;2.0;3.0;НТЦ РУСЬ;2019-12-09T18:39:19+0300;"Обязанности: - Разработка протоколов/архитектуры и методик оценки надежной передачи данных и самодиагностики всех элементов систем мониторинга и АСУ-ТП в каналах связи GSM/RS485/ZigBee/LoRaWan/Ethernet- Разработка документации (Э2, Э3, Э5, ПЭ3), структурных схем, руководств по эксплуатации шкафов систем мониторинга и АСУ ТП (в частности, устройств контроля присоединений на ПС 6-110 кВ).- Разработка и написание программ интеграции, передачи данных и самодиагностики систем мониторинга и АСУ-ТП.- Разработка и написание программ для тестирования электронных узлов, как с использованием компьютерного моделирования, так и с использованием аппаратно-программного комплекса для тестирования и отладки электронных блоков (цифровых, аналоговых, СВЧ, контроллеров).- Участие в решении производственных вопросов на этапах изготовления выпускаемой продукции.- Участие в разработке и изготовлении аппаратно-программного комплекса для тестирования/отладки калибровки систем мониторинга электротехнического оборудования.- Написание программ-методик калибровки и испытания.- Ремонт оборудования с использованием измерительных приборов, паяльных станций. Требования: ​​​​​​​пакет прикладных программ пакет Microsoft Office 2010; КомпасЯзыки программирование: C/C++, PythonЗнание интерфейсов RS-485, Ethernet, протоколов MODBUS, ZigBee, LoRaWan, МЭК-61850/60870-5-104. Условия:​​​​​​​ Трудоустройство по ТК РФ; График работы с 10:00 до 19:00, 5/2 (суббота и воскресенье - выходные дни); Испытательный срок 3 месяца; Заработная плата назначается по результатам собеседования.";"​​​​​​​ Трудоустройство по ТК РФ; График работы с 10:00 до 19:00, 5/2 (суббота и воскресенье - выходные дни); Испытательный срок 3 месяца; Заработная плата назначается по результатам собеседования.";"пакет прикладных программ пакет Microsoft Office 2010; Компас. Языки программирование: C/C++, Python. Знание интерфейсов RS-485, Ethernet, протоколов MODBUS...";Разработка протоколов/архитектуры и методик оценки надежной передачи данных и самодиагностики всех элементов систем мониторинга и АСУ-ТП в каналах...;"Python; Компас-3D; C++; Компас; MS Visual Studio";377;0.06896551724137931;Другие разработчики;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
56;80;Разработчик Интеграционных решений;2.0;3.0;EmDev;2019-12-12T13:23:02+0300;Кто мы и что мы делаем? Компания Emdev.ru — Питерская компания, история которой началась в далеком 2005 г. С 2009г. компания переключилась на разработку IT-решений на базе платформы Liferay.   Наша гордость:   В 2016 присвоен статус партнера компании RedHat/JBoss, в 2017 г. - партнера WSO2.   Компания является партнером Google.   Обязанности:  Разработка интеграционных решений  Требования:  Опыт Java-разработки от 3 лет (server side) Знание интегрционных шаблонов проектирования Опыт работы с различными СУБД Навыки администрирования Опыт работы в команде, использование средств командной разработки (jira, git, maven) Английский язык (минимум на уровне чтения технической документации) Желание развиваться, инициативность, умение аргументированно отстаивать свою позицию  Технологии:  Spring xslt xsd + xml Веб-сервисы (SOAP, REST)  Большим плюсом будет:  Apache Camel Apache ActiveMQ Веб-сервисы (CXF) Servicemix или Fuse или WSO2  Что мы готовы дать тебе:   гибкий график, РАБОТА УДАЛЕННОГО формата   белая компания, высокая зарплата и премиальная часть по окончанию проекта  возможность обучаться, посещать различные конференции отличная команда  ВНИМАНИЕ: 1. Не рассматриваем РАЗРАБОТЧИКОВ, которые ищут проекты для своей команды. НАМ НЕ НУЖНО СОТРУДНИЧЕСТВО, МЫ ИЩЕМ К СЕБЕ В ШТАТ!;;Опыт Java-разработки от 3 лет (server side). Знание интегрционных шаблонов проектирования. Опыт работы с различными СУБД. Навыки администрирования. ;Разработка интеграционных решений.;"Spring Framework; XML/Xslt; Git; Java EE; Apache Maven; server side; Servicemix; Fuse; WSO2";380;0.0;Другие разработчики;0;0;1;0;0;1;0;0;0;0;1;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
57;95;Инженер-программист;2.0;3.0;Специальный Технологический Центр;2019-11-29T08:53:57+0300;Обязанности:  Разработка электроники на микроконтроллерах Сопровождение разработанной электроники Работа со схемотехникой, прошивками Настройка и испытания устройств Оформление необходимой документации.  Требования:  Знание основ цифровой и аналоговой техники Владение Keil uVision, Altium Designer Базовые знания STM32 Знание языка C (Си)  Условия:  График работы: пятидневка, полная занятость Оформление по ТК РФ Белая заработная плата 2 раза в месяц без задержек 13-я зарплата Современное оснащение рабочего места Профессиональное развитие Премиальные выплаты по результатам работы ;  График работы: пятидневка, полная занятость Оформление по ТК РФ Белая заработная плата 2 раза в месяц без задержек 13-я зарплата Современное оснащение рабочего места Профессиональное развитие Премиальные выплаты по результатам работы ;Знание основ цифровой и аналоговой техники. Владение Keil uVision, Altium Designer. Базовые знания STM32. Знание языка C (Си).;Разработка электроники на микроконтроллерах. Сопровождение разработанной электроники. Работа со схемотехникой, прошивками. Настройка и испытания устройств. Оформление необходимой документации.;STM32;395;0.4482758620689655;Другие разработчики;0;0;1;0;1;0;0;0;1;0;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
58;4;Разработчик ETL;2.0;3.0;СКБ-Банк;2019-11-19T12:30:06+0300;Рады видеть в кандидате:  Высшее образование. Опыт работы с большими объемами данных от 2х лет. Желателен опыт работы с Informatica PowerCenter.  Что предстоит делать:  Реализовывать и поддерживать ETL-процессы наполнения DWH (Informatica 9.5, Oracle). Внедрять средства CDC. Контролировать качество данных в ХД.  Мы предлагаем:  Работу в банке федерального масштаба (офисы во всех регионах России). Официальное трудоустройство согласно ТК РФ. Уровень дохода зависит от ваших навыков и технических знаний. Социальный пакет. Профессиональное обучение, возможность повышения квалификации. Карьерный рост. Возможность участвовать в развитии, предлагать идеи и технологии. Услуги СКБ-банка на льготных условиях. Интересную корпоративную жизнь. Офис в центре города ;  Работу в банке федерального масштаба (офисы во всех регионах России). Официальное трудоустройство согласно ТК РФ. Уровень дохода зависит от ваших навыков и технических знаний. Социальный пакет. Профессиональное обучение, возможность повышения квалификации. Карьерный рост. Возможность участвовать в развитии, предлагать идеи и технологии. Услуги СКБ-банка на льготных условиях. Интересную корпоративную жизнь. Офис в центре города ;Высшее образование. Опыт работы с большими объемами данных от 2х лет. Желателен опыт работы с Informatica PowerCenter.;Реализовывать и поддерживать ETL-процессы наполнения DWH (Informatica 9.5, Oracle). Внедрять средства CDC. Контролировать качество данных в ХД.;;404;0.7931034482758621;Другие разработчики;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
59;6;Бэкенд-разработчик;2.0;3.0;FunBox;2019-12-12T12:41:36+0300;"Вам предстоит участвовать в разработке сложных (web- и не только) сервисов с объемным бэкендом в профессиональной команде. Мы не являемся стартапом и не занимаемся разработкой сайтов под ключ, мы сами поддерживаем свои продукты на протяжении их жизненного цикла, поэтому постоянно совершенствуем процесс разработки. Мы серьезно относимся к code review, тестированию, CI, выделению компонент сервисов и продумыванию их архитектуры и интерфейсов, удобству развертывания. Наши основные технологии для бэкенда – Ruby, JRuby, Ruby on Rails и Postgresql. Однако мы не считаем их серебряной пулей и по мере необходимости внедряем и используем более специфичные языки и инструменты (Erlang, Java, Go, продукты экосистемы Hadoop, etc.), поэтому у нас вы не станете заложником одного навыка/технологии.   Что нужно уметь:  Хорошо знать один из веб-ориентированных языков: Ruby, Python, Perl, PHP, ASP; Уметь работать c Git; Хорошо знать SQL; Хотеть и быть готовым изучить Ruby, Ruby on Rails; Обладать самодисциплиной, не забывать покрывать свой код тестами и не забывать прибираться в своем и чужом коде.    Больше знания конкретных технологий мы ценим ответственность и желание докопаться до сути, сделать код лучше и добиться его корректной работы за пределами сэндбокса. Всему, что нужно для работы в команде, мы готовы научить сами.   В резюме вместо списка рабочих мест лучше укажите, какими проектами (можно без конкретных названий) вам приходилось заниматься, и какая в этом была ваша роль.   Условия:  Достойная зарплата по результатам собеседования;  работа удаленно или в одном из офисов (офисы в Казани, Ульяновске);  Адекватное отношение, защита от лишней бюрократии; Участие в конференциях; Бонусная программа при покупке техники. ";"  Достойная зарплата по результатам собеседования;  работа удаленно или в одном из офисов (офисы в Казани, Ульяновске);  Адекватное отношение, защита от лишней бюрократии; Участие в конференциях; Бонусная программа при покупке техники. ";Что нужно уметь: Хорошо знать один из веб-ориентированных языков: Ruby, Python, Perl, PHP, ASP. Уметь работать c Git. ;Вам предстоит участвовать в разработке сложных (web- и не только) сервисов с объемным бэкендом в профессиональной команде.;"Ruby; PostgreSQL; Ruby On Rails; Git; RSpec; PHP; Perl; Python; ASP.NET";406;0.0;Другие разработчики;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
