;Index;name;min_salary;max_salary;company;published_at;description;requirement;responsibility;key_skills;conditions;id;days;group;city_Екатеринбург;city_Новосибирск;city_Санкт-Петербург;min_experience_0;min_experience_1;min_experience_3;min_experience_6;schedule_Гибкий график;schedule_Полный день;schedule_Сменный график;schedule_Удаленная работа;employment_Полная занятость;employment_Проектная работа;employment_Стажировка;employment_Частичная занятость;1С программирование; 1С программирование; 1С: Предприятие 8; 1С: Зарплата и управление персоналом; 1С: Управление Торговлей; 1С: Бухгалтерия; 1С: Управление Производственным Предприятием; 1С: Документооборот; 1С: Комплексная автоматизация; ERP-системы на базе 1С; SQL; Обновление конфигурации 1С; 1С: Розница; CSS;1С: Зарплата и управление персоналом;1С: Предприятие 8;1С: Бухгалтерия; Создание конфигурации 1С; 1C: Бухгалтерия; jQuery;Другие навыки
22;20;Программист 1С;3.0;3.0;Сервис 007;2019-12-10T11:31:14+0300;Обязанности:  Разработка, поддержание, модернизация CRM на основе 1С Бухгалтерии 3.1 Обновление 1С Разработка различных отчетов и ПФ по запросам пользователей  Требования:  Опыт работы от 3 лет  Умение разбираться в чужом коде и модернизировать его   Условия:   Постоянная работа, полный день, на территории работодателя. После успешного прохождения испытательного срока, возможен частичный переход на удаленную работу.   Оформление, отпуск, больничный и пр. по ТК.   ЗП: 90000 руб/мес + премия   Испытательный срок - 2 мес.   Офис в центре города    ;   Постоянная работа, полный день, на территории работодателя. После успешного прохождения испытательного срока, возможен частичный переход на удаленную работу.   Оформление, отпуск, больничный и пр. по ТК.   ЗП: 90000 руб/мес + премия   Испытательный срок - 2 мес.   Офис в центре города    ;"Опыт работы от 3 лет. Умение разбираться в &quot;чужом&quot; коде и модернизировать его.";Разработка, поддержание, модернизация CRM на основе 1С Бухгалтерии 3.1. Обновление 1С. Разработка различных отчетов и ПФ по...;"1С: Производство; 1C: Бухгалтерия; Пользователь ПК; Работа в команде; Грамотная речь; Работа с большим объемом информации";120;0.06896551724137931;1C;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
23;31;Программист 1С;3.0;3.0;GATE31;2019-12-11T19:14:21+0300;"Обязанности:  Внедрение, настройка и доработка 1С в соответствии с требованиями внутреннего заказчик (предыдущее ПО Мой склад) Автоматизация внутренних процессов компании Разработка обменов между 1С и сторонними системами  Требования:  Опыт программирования в среде 1С (обычные и управляемые формы) не менее 3-х лет Знание языка запросов, механизмов СКД Навыки работы с нетиповыми конфигурациями Опыт написания технических инструкций Умение принимать архитектурные решения Способность выслушать и найти общий язык с пользователями, проактивная позиция  Условия:    График работы 5/2 (гибкое начало рабочего дня); Работа в комфортном современном офисе КП “ТКАЧИ”; Скидки для сотрудников на ассортимент; Конкурентная заработная плата по результатам собеседования. ";"    График работы 5/2 (гибкое начало рабочего дня); Работа в комфортном современном офисе КП “ТКАЧИ”; Скидки для сотрудников на ассортимент; Конкурентная заработная плата по результатам собеседования. ";Опыт программирования в среде 1С (обычные и управляемые формы) не менее 3-х лет. Знание языка запросов, механизмов СКД. ;"Внедрение, настройка и доработка 1С в соответствии с требованиями внутреннего заказчик (предыдущее ПО &quot;Мой склад&quot;). Автоматизация внутренних процессов компании. ";"1С программирование; 1С: Предприятие 8; C++; 1С: Документооборот; 1С: Управление персоналом";131;0.0;1C;0;0;1;0;1;0;0;0;1;0;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
24;40;Программист 1С;3.0;4.0;РУМИКОН;2019-12-12T10:25:35+0300;"Привет, будущий коллега, давай знакомиться! РУМИКОН – это проектная студия по внедрению и автоматизации бизнеса на платформе 1С. Мы специализируемся на постановке управленческого и финансового учета, а также на внедрении решений класса ERP, но по факту спектр решаемых нами задач охватывает все возможности платформы 1С – от печатных форм до мобильных приложений и интеграции с государственными сервисами.Задачи:  Разрабатывать новые и вносить изменения в существующие функции, инструменты, интерфейсы etc в соответствии с задачей; Тестировать разработанное ПО; Моделировать и описывать входящие задачи по заданному формату; Презентовать результаты перед руководителем проекта; Создавать описательную документацию по результатам разработки; Проводить внутренние консультации сотрудников на проекте в рамках задач.  Требования:  Знание архитектуры и механизмов платформы 1С Предприятие 8.3; Умение писать хороший код, разбираться в чужом, проводить тестирование; Опыт участия в проектах в качестве разработчика; Системное мышление; Самостоятельность и умение принимать решения; Опыт работы с конвертацией данных будет существенным преимуществом; Наличие сертификата Специалист по разработке и модификации прикладных решений на технологической платформе системы программ 1С Предприятие 8.3 будет весомым преимуществом.  Условия:  Современный офис в 10 минутах ходьбы от метро Новочеркасская; Возможность профессионального развития и карьерного роста; Возможность обучаться за счет компании: курсы, семинары, тренинги, сертификация; Доступ к корпоративной библиотеке; Интересные, разноплановые задачи; Молодой, дружный коллектив, готовый оказать помощь и поддержку на всех этапах работы; Открытость и доступность руководства; Корпоративы, совместные выезды; Оборудованное рабочее место; Неограниченный доступ к чаю, кофе для сотрудников; Клубы по интересам; Бонусы, награды; Оборудованная комната отдыха; Возможность самому влиять на уровень з/п; График работы 5/2 c 10:00 до 19:00; Оформление по ТК РФ; ДМС + ДМС Стоматология; Испытательный срок – 2 месяца. ";"  Современный офис в 10 минутах ходьбы от метро Новочеркасская; Возможность профессионального развития и карьерного роста; Возможность обучаться за счет компании: курсы, семинары, тренинги, сертификация; Доступ к корпоративной библиотеке; Интересные, разноплановые задачи; Молодой, дружный коллектив, готовый оказать помощь и поддержку на всех этапах работы; Открытость и доступность руководства; Корпоративы, совместные выезды; Оборудованное рабочее место; Неограниченный доступ к чаю, кофе для сотрудников; Клубы по интересам; Бонусы, награды; Оборудованная комната отдыха; Возможность самому влиять на уровень з/п; График работы 5/2 c 10:00 до 19:00; Оформление по ТК РФ; ДМС + ДМС Стоматология; Испытательный срок – 2 месяца. ";Опыт участия в проектах в качестве <highlighttext>разработчика</highlighttext>. Системное мышление. Самостоятельность и умение принимать решения. Опыт работы с конвертацией данных будет...;Разрабатывать новые и вносить изменения в существующие функции, инструменты, интерфейсы etc в соответствии с задачей. Тестировать разработанное ПО. ;"1С программирование; 1С: Предприятие 8; Системное мышление";140;0.0;1C;0;0;1;0;1;0;0;0;1;0;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
25;41;Программист 1C;4.0;3.0;Тара.ру;2019-12-10T15:10:13+0300;"Компания Тара.ру является ведущим поставщиком тары промышленного назначения в России. Компания была основана 18 мая 1997 года. За годы успешной деятельности мы заняли уверенные позиции на рынке тары, зарекомендовав себя надёжными партнёрами и хорошими специалистами в данной области. В связи с расширением филиала, нам требуется Программист 1С Обязанности:   Разработка новых отчетов, обработок, печатных форм по техническим заданиям в 1С УПП   Поддержка пользователей 1С в офисе и удаленных филиалах в базе 1С УПП 1.3 первая линия поддержки.   Помощь финансовой службе при закрытии месяца, участие в восстановлении последовательностей по управленческому учету.   Настройка новых пользователей в базе 1С, настройка прав доступа.   Требования:   Знания типового функционала конфигурации 1С УПП 1.3   Знанием контуров производственного и бухгалтерского учета обязательно.   Хорошие знание СКД   Программирование в 1С более 3-х лет   Желательны навыки работы с КД (конвертация данных)   Вашим преимуществом будет - опыт работы на производственном предприятии - опыт обменов с сайтами на Битрикс или обмены с Битрикс24   Условия:   Работа в стабильной, известной компании, востребованный товар на рынке;  Полностью оборудованное рабочее место, в новом современном бизнес-центре класса А; Полностью белая заработная плата (выплаты 2 раза в месяц, без задержек!); Отличный и сплоченный коллектив, готовый принять вас в свои ряды, поддержать и помочь вам; график работы: пн-чт с 9-00 до 18-00, в пятницу до 17-30, развозка от м.Новочеркасская туда и обратно. ";"   Работа в стабильной, известной компании, востребованный товар на рынке;  Полностью оборудованное рабочее место, в новом современном бизнес-центре класса А; Полностью белая заработная плата (выплаты 2 раза в месяц, без задержек!); Отличный и сплоченный коллектив, готовый принять вас в свои ряды, поддержать и помочь вам; график работы: пн-чт с 9-00 до 18-00, в пятницу до 17-30, развозка от м.Новочеркасская туда и обратно. ";Знания типового функционала конфигурации 1С УПП 1.3. Знанием контуров производственного и бухгалтерского учета обязательно. Хорошие знание СКД. ;Разработка новых отчетов, обработок, печатных форм по техническим заданиям в 1С УПП. Поддержка пользователей 1С в офисе и...;"1С программирование; 1С: Управление Производственным Предприятием; 1С-Битрикс; 1С: Бухгалтерия; 1С: Предприятие 8";141;0.06896551724137931;1C;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
26;42;Программист 1C;2.0;3.0;Метрис;2019-12-10T11:10:14+0300;Обязанности:  Разработка с нуля и доработка существующего функционала не типовой конфигурации на платформе 1С-8.3.  Требования:  Умение самостоятельно решать поставленные задачи и делать качественный продукт для пользователей. Опыт программирования в 1С 8.3 от 3 лет. Обязателен опыт программирования управляемых форм. Знание СКД, отличное знание 1С запросов. Загрузка/ выгрузка данных через XML. Желательно знание программирования Web-сервисов под 1С. Опыт работы в команде с применением хранилища.  Условия:  Комфортабельный офис в пешей доступности от метро Звенигородская Молодая, развивающая компания. один из лидеров своего сегмента Дружный коллектив  Адрес Санкт-Петербург, улица Социалистическая, м. Звенигородская   Тип занятости Полная занятость, полный день  ;  Комфортабельный офис в пешей доступности от метро Звенигородская Молодая, развивающая компания. один из лидеров своего сегмента Дружный коллектив  Адрес Санкт-Петербург, улица Социалистическая, м. Звенигородская   Тип занятости Полная занятость, полный день  ;Умение самостоятельно решать поставленные задачи и делать качественный продукт для пользователей. Опыт программирования в 1С 8.3 от 3...;Разработка с нуля и доработка существующего функционала не типовой конфигурации на платформе 1С-8.3.;;142;0.06896551724137931;1C;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
27;71;Ведущий программист 1С (эксперт);5.0;4.0;Автоматизация и Консалтинг;2019-12-09T17:15:52+0300;"Компания «Автоматизация и консалтинг» - это один из крупнейших интеграторов ИТ-решений для комплексной автоматизации предприятий. Создаем команду лучших специалистов для работы в режиме самоуправления. Если Вы лучший, то мы Вас берем! Наша миссия - увеличивать эффективность бизнеса заказчика, используя передовые информационные технологии. Наши принципы:   Честность (по отношению к Заказчику и друг к другу);   Ответственность за данные обещания;   Высокое качество выполняемых работ и постоянное совершенствование мастерства сотрудников.   Обязанности:  Разработка и проведение нагрузочных тестов; Оптимизация программных решений; Технологический аудит; Разработка технической документации; Работа с высоконагруженными системами, оценка производительности; Опыт работы в команде, численностью более 60 человек); Участие в оценке работы и ежедневный анализ кода команд разработки.  Требования:  Экспертные знания по технологической платформе 1С (Наличие сертификата); Опыт работы современных СУБД, опыт работы с конкретно MS SQL/T-SQL; Понимание и опыт работы с обменами и другими интеграционных механизмами; Наличие работы с ESB будет преимуществом; Ответственное отношение к делу, умение анализировать ситуацию, навык работы в команде, ориентация на достижение результата в решении бизнес-задач заказчика; Способность быстро включаться в работу, решать задачи разного уровня сложности.  Условия:  Стабильная, своевременная выплата заработной платы с фиксированным окладом; Работа с одним клиентом - компанией Вкусвилл; Удаленная занятость с 9 до 18 по мск; Варианты оформления сотрудничества (ИП, ГПХ, штат), полное соблюдение гарантий законодательства; Сотрудничество на постоянной основе; Богатый опыт сплоченной команды профессионалов, где Вы сможете реализовать свой потенциал; Компенсация спортивных занятий и затрат на обучение детей программированию. ";"  Стабильная, своевременная выплата заработной платы с фиксированным окладом; Работа с одним клиентом - компанией Вкусвилл; Удаленная занятость с 9 до 18 по мск; Варианты оформления сотрудничества (ИП, ГПХ, штат), полное соблюдение гарантий законодательства; Сотрудничество на постоянной основе; Богатый опыт сплоченной команды профессионалов, где Вы сможете реализовать свой потенциал; Компенсация спортивных занятий и затрат на обучение детей программированию. ";Экспертные знания по технологической платформе 1С (Наличие сертификата). Опыт работы современных СУБД, опыт работы с конкретно MS SQL/T...;Честность (по отношению к Заказчику и друг к другу). Ответственность за данные обещания. Высокое качество выполняемых работ и постоянное совершенствование...;;171;0.06896551724137931;1C;0;0;1;0;0;1;0;0;0;0;1;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
28;74;Программист 1С;3.0;4.0;РАУ АйТи;2019-12-11T13:59:05+0300;"В нашей компании открыт конкурс на вакансию Программист 1С. Мы ждем в команду разработчиков как в офис, так и удаленно. Чем мы занимаемся: РАУ IT - мы занимаемся автоматизацией учёта и бизнес-процессов в организациях любого размера с помощью продуктов на платформе 1С:Предприятие. Работаем с конфигурациями от УНФ до ERP2, дорабатываем необходимый функционал, настраиваем, обслуживаем, консультируем, обучаем сотрудников. Помогаем организовать учёт как небольшим розничным магазинчикам, так и крупным компаниям, таким как Лукойл, BIOCAD, Газпром и др. 9 лет на рынке, авторы методических пособий, простых и интересных книг по организации учета и настройке продуктов 1С.   Чем предстоит заниматься:  Адаптация типовых конфигураций согласно ТЗ. Работа с аналитиками 1С, а не с конечным заказчиком; Разработка в рамках проектов различного объема; Поддержка адаптированных конфигураций;    Что для нас важно:  Умение составлять алгоритмы и разбираться в них (классическое программирование) Опыт программирования на платформе 1С:Предприятие 8.Х – от 2 лет Наличие сертификата 1С:Специалист по Платформе будет преимуществом. Базовые знания MS SQL    Условия:  Суммарный доход 80 – 130 тыс. руб. + премиальные по завершению проектов. Гибкое начало рабочего дня (с 09 до 12) Быстрый рост, за счет широкого круга сложных задач, и роста самой компании. Обучение за счет компании, внутреннее и внешнее, интересные книги, индивидуальные программы, тренинги. веселый и молодой (28-35 лет) коллектив. Кофемашина которая умеет делать любой вид кофе и комната отдыха Отпуска в удобное время, отсутствие придирок, дресс-кода и прочих формальностей Комфортный офис в 10 мин. от метро Василеостровская, в БЦ класса «а» Оформление по ТК ";  Суммарный доход 80 – 130 тыс. руб. + премиальные по завершению проектов. Гибкое начало рабочего дня (с 09 до 12) Быстрый рост, за счет широкого круга сложных задач, и роста самой компании. Обучение за счет компании, внутреннее и внешнее, интересные книги, индивидуальные программы, тренинги. веселый и молодой (28-35 лет) коллектив. Кофемашина которая умеет делать любой вид кофе и комната отдыха Отпуска в удобное время, отсутствие придирок, дресс-кода и прочих формальностей Комфортный офис в 10 мин. от метро Василеостровская, в БЦ класса «а» Оформление по ТК ;Умение составлять алгоритмы и разбираться в них (классическое программирование). Опыт программирования на платформе 1С:Предприятие 8.Х – от 2...;Адаптация типовых конфигураций согласно ТЗ. Работа с аналитиками 1С, а не с конечным заказчиком. Разработка в рамках проектов различного...;"1С: Предприятие 8; 1С программирование";174;0.034482758620689655;1C;0;0;1;0;1;0;0;0;1;0;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
29;75;Программист 1С;3.0;3.0;Гермес;2019-12-09T16:08:58+0300;"Обязанности:  Сопровождение, доработка конфигурации: 1С 8 «Управление торговлей» (11.4); Сопровождение, доработка конфигурации: 1С 8 «Розница» (2.2); Обслуживание 1С Бухгалтерии 8.3, БП 3.0 Консультирование сотрудников по вопросам работы с системой 1С Настройка управленческого учета в УТ Удаленной решение проблем (из офиса) в магазинах Разработка отчетов УТ 11  Требования:  Опыт разработки на платформе «1С: Предприятие 8.3» от 2 лет; Обязателен опыт работы с конфигурациями УТ 11 и Бух 8.3 не менее года Опыт работы с http/web сервисами Опыт работы с торговым оборудованием (ФР, ККМ, ТСД, сканеры ввода) Понимание принципов работы РИБ Опыт работы с конфигурацией 1С:Конвертация данных ред. 2 Умение налаживать коммуникацию с быть лояльным к пользователям 1с Системное мышление, грамотное и логичное решение поставленных задач, написания кода  Дополнительно (описание вакансии)На текущий момент в нашей компании выстроена следующая схема работы: Центральная база УТ 11.4 синхронизирована с БП 3.0 и центральной Розницей 2.2 к которой подключены средствами РИБ удаленные магазины на базе Розницы 2.2   Условия:  График работы: 5/2 Оформление по ТК РФ Размер вознаграждения обсуждается с кандидатом по итогам собеседования ";  График работы: 5/2 Оформление по ТК РФ Размер вознаграждения обсуждается с кандидатом по итогам собеседования ;Опыт разработки на платформе «1С: Предприятие 8.3» от 2 лет. Обязателен опыт работы с конфигурациями УТ 11 и...;Сопровождение, доработка конфигурации: 1С 8 «Управление торговлей» (11.4). Сопровождение, доработка конфигурации: 1С 8 «Розница» (2.2). ;;175;0.10344827586206896;1C;0;0;1;0;1;0;0;0;1;0;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
30;82;Программист 1С;4.0;3.0;Fortis;2019-12-12T15:09:17+0300;"Кто мы и что мы разрабатываем, а главное - зачем? :) Компания Fortis была создана в 2015 году как сервисная организация для автоматизации бизнес-процессов транспортной компании «Монополия» — крупнейшего в РФ грузоперевозчика товаров широкого потребления/ежедневного спроса для всего российского ритейла (Магнит, Пятерочка, Перекресток, Лента и все остальные) и транснациональных производителей (Danone, Mars, Nestle, Coca-Cola и все остальные). Сегодня мы – автономная продуктовая IT-компания. Наш главный продукт – масштабируемые сервисы для российских компаний в сфере логистики на основе высокотехнологичной web-платформы Monopoly.online. Сейчас на ней запущены и успешно работают несколько сервисов. Кроме того, мы разрабатываем и поддерживаем ERP-продукт для автоматизации работы транспортной компании «Монополия», повышая ее эффективность и конкурентоспособность за счет безостановочной эксплуатации ресурсов, оптимизации издержек и снижения рисков. В результате оборот ТК «Монополия» растет на 200% ежегодно. Для более эффективной работы наших бухгалтерских и финансовых секторов мы активно ищем в команду 1C Программиста. Задачи:  Доработка и поддержка конфигураций на базе типовых: Комплексная автоматизация 1.1, В планах переход на конфигурацию «Комплексная автоматизация» 2.4, Управление автотранспортом 1.0, 2.0 (разработка компании Рарус). Написание отчетов, обработок, печатных форм для вышеуказанных конфигураций, а также для типовых конфигураций: ЗУП 3.1, Бухгалтерия предприятия 3.0; Обновление типовых конфигураций: ЗУП 3.1 Бухгалтерия предприятия 3.0; Написание правил обмена (Конвертация 2.1) и настройка обмена между базами 1С по правилам; Интеграция баз 1С с внешними системами (написание в 1С и вызов внешних Web-сервисов); Помощь техподдержке в разрешении возникающих у пользователей проблем при работе с 1С, консультация по функционалу типовых конфигураций.  Требования:  Отличное знание платформы 1С: Предприятие 8.3; Знание типовых конфигураций: ЗУП 3.1; Бухгалтерия 3.0; Опыт интеграции баз 1С между собой и с другими системами. Опыт работы с обычными управляемыми формами;  Преимуществом будет:  Знание стандартов разработки от 1С; Сертификат Специалист по платформе; Знание типовых конфигураций: Бухгалтерия 3.0, Комплексная автоматизация 2.4, ЗУП 3.1; Знание и умение работы с GIT и удаленным репозиторием; Знание и умение работы с 1С EDT; Опыт работы с объектами конфигурации: Web-сервисы, WS-ссылки, XDTO-пакеты; Опыт использования COM-объектов; Базовые знания языка SQL и основ построения реляционных БД; Знания основ бухгалтерского и кадрового учета.  Успешному кандидату мы предлагаем:  оформление по ТК РФ, полностью «белую» зарплату; расширенный ДМС с офисным врачом; возможность профессионально обучаться за счет компании и участвовать в конференциях; атмосферу вчерашнего стартапа с уже налаженными процессами, но со все еще отсутствующими бюрократией и дресс-кодом; отсутствие овертаймов; английский язык в офисе в формате speaking club с носителем языка; корпоративный футбол; возможность посещать фитнес-клуб Легенда в бизнес-центре офиса по корпоративной цене (всего 6 000р. в год!); зарплатный проект с кешбеком до 10% и картой Priority Pass (доступ в VIP-залы отдыха в аэропортах по всему миру) - по желанию. офис в 3х минутах. от ст. м. Звездная с зоной отдыха, кикером, PS, качельками и даже душем. пицца по пятницам в уютном кругу коллег :) помощь в релокации. ";;"Отличное знание платформы 1С: Предприятие 8.3. Знание типовых конфигураций: ЗУП 3.1; Бухгалтерия 3.0. Опыт интеграции баз...";Доработка и поддержка конфигураций на базе типовых: Комплексная автоматизация 1.1, В планах переход на конфигурацию «Комплексная автоматизация» 2.4...;;182;0.0;1C;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
31;83;1С консультант \ программист;3.0;1.0;Новакабель;2019-12-10T17:22:33+0300;Обязанности:   - Консультация пользователей по работе с 1С - Настройка программных продуктов 1С под специфику организации без доработки или с минимальными изменениями - Формирование инструкций по работе с 1С для новых сотрудников - Формирование и описание методологии ведения учета в 1С - Контроль качества ведения учета, корректировка ошибок, работа с пользователями, которые допускают эти ошибки - Системное администрирование парка компьютеров Требования:  Знание основ экономической теории Понимание бизнес-процессов торгового предприятия (купля-продажа) Наличие сертификата 1С:Управление Торговлей 8 (желательно еще 1С: Управление нашей фирмой 8) Понимание основ проектирования баз данных  Условия:  Возможность профессионального и карьерного роста График работы 5\2 (с 9 до 18) Официальное оформление и стабильный доход Рядом с метро Обучение ;  Возможность профессионального и карьерного роста График работы 5\2 (с 9 до 18) Официальное оформление и стабильный доход Рядом с метро Обучение ;Знание основ экономической теории. Понимание бизнес-процессов торгового предприятия (купля-продажа). Наличие сертификата 1С:Управление Торговлей 8 (желательно еще...;Консультация пользователей по работе с 1С. - Настройка программных продуктов 1С под специфику организации без доработки или с минимальными...;"1С: Управление Торговлей; 1С: Бухгалтерия; 1С: Предприятие; 1С: Торговля; 1С: Предприятие 8; Работа с базами данных; Консультирование; Бизнес-консультирование; Системное мышление; обучение сотрудников; Первичная бухгалтерская документация";183;0.034482758620689655;1C;0;0;1;0;1;0;0;0;1;0;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
32;4;Программист 1С;3.0;3.0;СПбЭК- Майнинг;2019-12-11T09:52:34+0300;"Обязанности:  Доработка и сопровождение нетиповых (УНФ, БП, ЗУП) конфигураций на платформе 1С 8.3; Сопровождение и разработка конфигурации на базе 1С, написанной с 0 и взаимодействие ее с управленческой базой; Работа и взаимодействие с внешними сервисами и программными модулями (WEB-сервисы, HTTP-сервисы, через файлы); Расширение функционала, разработка новых модулей, отчетов и обработок; Сопровождение и консультирование внутренних пользователей.  Требования:​​​​​​​  Опыт программирования на платформе 1С 8.2/8.3; Опыт работы с базами данных; Наличие своего портфолио (примеры своего «кода» в среде 1С); Опыт работы от 1 года.  Условия:​​​​​​​ Мы предлагаем интересную работу в динамично развивающейся компании, достойную заработную плату, профессиональный рост и развитие, дружный молодой коллектив, участие в амбициозных проектах. · современный дизайнерский лофт-офис 800 кв. метров. с красивыми видами из панорамных окон, рядом с выставочным комплексом «Экспофорум»; · кофейные уголки, уютные просторные переговорные; · рабочий день с 9.30 до 18 часов (понедельник—пятница) – гибкий подход; · чай-кофе за счет компании с первого дня работы; · премии по результатам работы + 13-ая зарплата; · уровень заработной платы обсуждаем индивидуально по результатам собеседования; · реальные перспективы карьерного роста; · обучение за счет компании. · Место работы: г. Санкт-Петербург, Шушары, ул. Кокколевская (Пулковское), бизнес-центр «Перспектива».";"​​​​​​​ Мы предлагаем интересную работу в динамично развивающейся компании, достойную заработную плату, профессиональный рост и развитие, дружный молодой коллектив, участие в амбициозных проектах. · современный дизайнерский лофт-офис 800 кв. метров. с красивыми видами из панорамных окон, рядом с выставочным комплексом «Экспофорум»; · кофейные уголки, уютные просторные переговорные; · рабочий день с 9.30 до 18 часов (понедельник—пятница) – гибкий подход; · чай-кофе за счет компании с первого дня работы; · премии по результатам работы + 13-ая зарплата; · уровень заработной платы обсуждаем индивидуально по результатам собеседования; · реальные перспективы карьерного роста; · обучение за счет компании. · Место работы: г. Санкт-Петербург, Шушары, ул. Кокколевская (Пулковское), бизнес-центр «Перспектива».";Опыт программирования на платформе 1С 8.2/8.3. Опыт работы с базами данных. Наличие своего портфолио (примеры своего...;Доработка и сопровождение нетиповых (УНФ, БП, ЗУП) конфигураций на платформе 1С 8.3. Сопровождение и разработка конфигурации на базе...;"CSS; 1С программирование; 1С: Зарплата и управление персоналом; 1С: Предприятие 8; 1С: Бухгалтерия";204;0.034482758620689655;1C;0;0;1;0;1;0;0;0;1;0;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
