;Index;name;min_salary;max_salary;company;published_at;description;requirement;responsibility;key_skills;conditions;id;days;group;city_Екатеринбург;city_Новосибирск;city_Санкт-Петербург;min_experience_0;min_experience_1;min_experience_3;min_experience_6;schedule_Гибкий график;schedule_Полный день;schedule_Сменный график;schedule_Удаленная работа;employment_Полная занятость;employment_Проектная работа;employment_Стажировка;employment_Частичная занятость; Objective-C;iOS; Swift; Git; ООП; iOS;Objective-C; iOS SDK; JIRA; Rx; Unit Testing; swift;Работать в частично-распределенной команде: <highlighttext>разработчики</highlighttext>, UX/дизайнер(ы), QA, саппорт. Разрабатывать собственный продукт для массового рынка, проект написан на...;Руководство командой <highlighttext>разработчиков</highlighttext>. Организация процессов разработки, публикации и сопровождения мобильных приложений для iOS. Участие в проектах федерального масштаба на всех...;Разработка приложения ведется на Objective-C/Swift. В проекте используется CoreData для локального хранения данных. MVC, MVVM, VIPER. ;Поддержка и развитие основного В2В приложения Нмаркет.ПРО.;Доработка для клиентов новой версии мобильного мессенджера на iOS и SDK для него. Мы целиком и полностью за использование новых...;Разработка нового мобильного приложения под платформу iOS. Проектирование архитектуры приложений и сервисов. Взаимодействие с дизайнерами и тестировщиками. Проведение code review. ;Разработкой функционала. Рефакторинг. Апгрейд.;Вы получите возможность участвовать в развитии текущего проекта и станете важным участником команды. Вы будете оценивать задачи, обсуждать и решать...;Другие навыки
12;61;IOS Developer;4.0;4.0;АвтоТрансИнфо;2019-12-09T17:32:01+0300;"Мы создаём инновационные ИТ-решения для работы на логистическом рынке. На сайте ATI.SU грузоотправители и перевозчики быстро находят друг друга. Также наши сервисы и инструменты помогают сделать грузоперевозки выгодными и безопасными для всех пользователей. Мы постоянно развиваемся, поэтому ATI.SU уже 20 лет остается крупнейшей биржей грузоперевозок в России и СНГ. Задачи: Наша команда создает приложения Компании для iOS, посмотреть их можно по ссылке: apps.apple.com/ru/developer/avtotransinfo/id1314964093Вы получите возможность участвовать в развитии текущего проекта и станете важным участником команды. Вы будете оценивать задачи, обсуждать и решать архитектурные и технические вопросы. Взаимодействовать с другими командами разработки. Для разработки используем Swift. Требования:  Опыт IOS ― разработки от 2-х лет. Знание Swift. Знание основных структур данных. Понимание REST API/Soket. Понимание SOLID/DRY/KISS. Понимание архитектурных паттернов MVC, MVVM, VIPER, Clean Swift (VIP). Знание и опыт работы с Core Data/Realm. Понимание iOS Human Interface Guidelines. Опыт командной работы. Опыт работы по Agile.  Плюсом будет:Fastlane, CI/CD, опыт взаимодействия с App Store Review. Дополнительно:Приветствуются ссылки на приложения в App Store, Github, Habrahabr, личный блог, статьи и т.д. Условия:  Полностью белая заработная плата, официальное оформление; Полис ДМС со стоматологией; Гибкий рабочий график  Участие в интересных и развивающихся проектах, широкие возможности для самореализации и профессионального роста;   Оплачиваемые обеды, компенсация спорта, обучения ин.языкам, фрукты и сладости в офисе;   Постоянно пополняющаяся библиотека с проф.литературой;   Комнаты отдыха с PlayStation, мини спорт.зал с душем, настольный теннис, киккер, корпоративные сборные по разным видам спорта, йога;   Отсутствие бюрократии и дресс-кода;   Профессиональное обучение за счёт компании (конференции, тренинги, семинары).     Помощь иногородним кандидатам при переезде на работу по приглашению компании: компенсация транспортных расходов, проживания в первые месяцы, помощь при адаптации на новом месте.";"  Полностью белая заработная плата, официальное оформление; Полис ДМС со стоматологией; Гибкий рабочий график  Участие в интересных и развивающихся проектах, широкие возможности для самореализации и профессионального роста;   Оплачиваемые обеды, компенсация спорта, обучения ин.языкам, фрукты и сладости в офисе;   Постоянно пополняющаяся библиотека с проф.литературой;   Комнаты отдыха с PlayStation, мини спорт.зал с душем, настольный теннис, киккер, корпоративные сборные по разным видам спорта, йога;   Отсутствие бюрократии и дресс-кода;   Профессиональное обучение за счёт компании (конференции, тренинги, семинары).     Помощь иногородним кандидатам при переезде на работу по приглашению компании: компенсация транспортных расходов, проживания в первые месяцы, помощь при адаптации на новом месте.";Опыт IOS ― разработки от 2-х лет. Знание Swift. Знание основных структур данных. Понимание REST API/Soket. Понимание SOLID/DRY...;Вы получите возможность участвовать в развитии текущего проекта и станете важным участником команды. Вы будете оценивать задачи, обсуждать и решать...;iOS;361;0.06896551724137931;iOS;0;0;1;0;0;1;0;1;0;0;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
13;89;Middle/senior ios-developer;4.0;4.0;Ленинград Медиа;2019-12-10T16:57:50+0300;"Leningrad Media — крупная компания в сфере спортивного маркетинга. В Санкт-Петербурге мы занимаемся разработкой и поддержкой спортивных сайтов и приложений, ежемесячная аудитория которых составляет уже более 1 000 000 человек. Компания разрабатывает социальные и новостные приложения. Сегодня они разработаны на react-native, некоторые требуется переписать на swift, для этого открываем вакансию на swift-разработчика. Требуется человек в команду, который будет обучать коллег Swift-разработке. Обязанности:  Переписывание имеющихся приложений с react-native на swift; Создание новых приложений начиная с архитектуры, заканчивая версткой; Написание понятного и тестируемого кода; Работа в тесной связке с дизайнерами и backend’ом; Менторство по swift в нашей команде.  Требования:  Уверенное знание Swift, iOS SDK, cocoapods, Storyboard; Опыт разработки iOS-приложений от двух лет и опыт самостоятельной работы, без надзирателя; Наличие реализованных проектов, опыт публикации приложений в Appstore; Понимание как работает AutoLayout; Умение и желание разбираться в чужом коде; Понимание архитектурных паттернов проектирования (MVVM, MVVM-C, Viper), SOLID; Понимание работы REST API и HTTP; Понимание Git Flow, и почему нельзя коммитить в master; Опыт работы с SDK ВКонтакте, Facebook, Firebase; Желание и умение писать поддерживаемый код; Понимание что тесты нужны не для галочки; Вы стараетесь найти баланс между перфекционизмом в коде, бизнес-требованиями и желанием все переписать; Желание объяснять и отвечать на вопросы.  Будет здорово, если у вас в опыте:  Работа над большими проектами; Написания UI тестов; Работа со Swift UI; Работа с RxSwift; Большим плюсом будет знание javascript/typescript; Опыт менторства.  Условия:  Конкурентоспособная заработная плата и полная занятость; Непринужденная рабочая атмосфера; Возможности личного роста и развития; Поощрительные бонусы за достижение целей; Современный офис; Корпоративное обучение английскому и испанскому языку;  Зарплата по результатам собеседования, отталкиваемся от ваших пожеланий и опыта.";"  Конкурентоспособная заработная плата и полная занятость; Непринужденная рабочая атмосфера; Возможности личного роста и развития; Поощрительные бонусы за достижение целей; Современный офис; Корпоративное обучение английскому и испанскому языку;  Зарплата по результатам собеседования, отталкиваемся от ваших пожеланий и опыта.";Уверенное знание Swift, iOS SDK, cocoapods, Storyboard. Опыт разработки iOS-приложений от двух лет и опыт самостоятельной работы, без надзирателя. ;Переписывание имеющихся приложений с react-native на swift. Создание новых приложений начиная с архитектуры, заканчивая версткой. Написание понятного и тестируемого...;"Git; JavaScript; Adobe Photoshop; REST; Design Patterns";389;0.034482758620689655;iOS;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
14;9;IOS программист;3.0;5.0;Сайтсофт;2019-12-12T09:58:02+0300;"Наши основные направления деятельности: создание и поддержка интернет-проектов государственных организаций и крупного бизнеса, разработка мобильных приложений, продвижение в социальных сетях. Коллектив компании состоит из более 150 высококвалифицированных специалистов, работающих в офисах Москвы, Екатеринбурга и Новосибирска Приглашаем в нашу команду программиста iOS От вас потребуется:  знание архитектурных шаблонов и шаблонов проектирования, принципы SOLID; опыт разработки под iOS от 2-х лет; опыт работы с git / git-flow; умение искать информацию и находить решения; желание решать нетривиальные задачи.  Дополнительными преимуществами будут опыт разработки под другие мобильные платформы и знания любых других языков программирования. Наш стек: Наш стек: Swift, Auto Layout, Alamofire, Realm, Cocoapods, XCTest. Если вы чего-то не знаете, но есть желание научиться, то давайте встречаться! В сферу ваших задач будет входить:  Разработка приложений под iOS для федеральных органов власти и крупного бизнеса; Построение архитектуры и принятие технических решений на проекте; Написание unit-тестов  Со своей стороны предлагаем:  современный офис на Белинского гибкий рабочий график с началом работы с 8:00 до 12:00; полностью белая заработная плата. Уровень оклада обсуждается индивидуально в зависимости от профессиональных компетенций; ежегодный пересмотр заработной платы по результатам работы; возможности для профессионального и карьерного развития; качественное планирование вашей работы. Вы будете знать, чем вы будете заниматься через день, неделю, месяц; работа над востребованными продуктами, которыми пользуются миллионы граждан нашей страны.  Среди наших проектов:   Интернет-портал МВД России   Интернет-портал МЧС России   ФССП России   и множество других  ";;Знание архитектурных шаблонов и шаблонов проектирования, принципы SOLID. Опыт разработки под iOS от 2-х лет. Опыт работы с git...;Разработка приложений под iOS для федеральных органов власти и крупного бизнеса. Построение архитектуры и принятие технических решений на проекте. ;"Objective-C; iOS; iPhone; iPad; Swift; C/C++";409;0.0;iOS;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
15;28;IOS разработчик;4.0;5.0;Spectrum;2019-12-12T09:43:24+0300;"Spectrum – это компания, которая объединяет 4 федеральных сервиса по проверке: автомобилей (avtocod.ru), физических лиц (checkperson.ru), контрагентов (xfirm.ru) и объектов недвижимости (egrnreestr.ru). Нашими клиентами являются Яндекс, Mail group, АльфаСтрахование, Газпромнефть, ВСК, Кардиф, Согласие и многие другие. В нашей команде уже более 100 человек :) Аудитория наших мобильных приложений постоянно растет и насчитывает уже более 100 000 пользователей ежемесячно. Поэтому мы хотим усилить нашу мобильную разработку и находимся в поисках единомышленников, которые помогут нам сделать наши приложения лучше :) Задачи, которые ты будешь у нас решать:  Разработка iOS-приложений для сервисов компании; Участие в разработке архитектуры приложений.  Будет очень круто, если у тебя есть:  Опыт разработки приложений для iPhone/iPad, знание Swift и Obj-C , iOS SDK; Знание ООП, паттернов проектирования; Знание классических алгоритмов и структур данных, понимание SOLID; Опыт работы с git.  Со своей стороны предлагаем:  Официальное трудоустройство, белую заработную плату ; Работу в составе слаженной и грамотной команды над крупным проектом, реальную возможность влиять на развитие продукта; Гибкое начало рабочего дня, офис в центре города, парковку; Пересмотр заработной платы по мере твоего развития в компании; Оплату посещения конференций и профильных курсов; Современное железо и любые необходимые сервисы; Отсутствие бюрократии и внятные ТЗ; Английский за счет компании; Unlimited coffee with cookies :)   ";;Опыт разработки приложений для iPhone/iPad, знание Swift и Obj-C , iOS SDK. Знание ООП, паттернов проектирования. Знание классических алгоритмов...;Разработка iOS-приложений для сервисов компании. Участие в разработке архитектуры приложений.;"Git; iOS; ООП; Mac Os; Swift";428;0.0;iOS;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
16;67;Разработчик iOS-приложений;3.0;5.0;Яндекс;2019-12-11T16:25:45+0300;"Наша команда работает над приложением, которое называется просто — Яндекс. Это приложение — визитная карточка компании на мобильных устройствах, оно создаёт актуальную картину дня. На одном экране собраны поисковая строка, погода, пробки, биржевые котировки, киноафиша, ссылки на другие сервисы. А ещё у нас есть определитель номера, Алиса, настройка умного дома и много других полезных фич.   Вы нам подходите, если у вас есть:  опыт программирования от двух лет; опыт параллельного и многопоточного программирования; знание классических алгоритмов и структур данных; опыт проектирования архитектуры приложений и применения паттернов.    Кроме того, приветствуется:  опыт программирования мобильных приложений; знание распределённых систем контроля версий (Git); опыт работы в команде.    Вам предстоит: Писать код, участвовать в обсуждении архитектуры приложения, взаимодействовать со смежными командами, дорабатывать и улучшать продукт. Если вы не занимались мобильной разработкой для iOS либо разрабатывали для других платформ, но хотите изучить iOS, то мы вам поможем.  ";;Опыт программирования от двух лет. Опыт параллельного и многопоточного программирования. Знание классических алгоритмов и структур данных. Опыт проектирования архитектуры приложений...;Писать код, участвовать в обсуждении архитектуры приложения, взаимодействовать со смежными командами, дорабатывать и улучшать продукт.;"iOS; Objective-C; SWIFT";467;0.034482758620689655;iOS;1;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
17;80;IOS разработчик;3.0;5.0;Эксклюзив-процессинг;2019-12-10T14:58:19+0300;Обязанности:   Разработка/доработка сложных мобильных приложений на базе iOS. Мобильные приложения в различных сферах: мобильный банкинг, корпоративные приложения, картографические приложения.  Требования:  Высшее техническое образование (в сфере ИТ очень приветствуется). Знание и опыт iOS SDK, SWIFT, Objective C, REST, JSON, Git. Знание английского на уровне чтения и написания документации.  Условия:  Офис с удобной транспортной доступностью. Новый офисный центр в 2х минутах ходьбы от метро Уралмаш. Хорошая заработная плата + премии по выполнению этапов проекта. Работа в небольшой динамичной компании. Возможна частично удаленная работа, плавающий график. ;  Офис с удобной транспортной доступностью. Новый офисный центр в 2х минутах ходьбы от метро Уралмаш. Хорошая заработная плата + премии по выполнению этапов проекта. Работа в небольшой динамичной компании. Возможна частично удаленная работа, плавающий график. ;Высшее техническое образование (в сфере ИТ очень приветствуется). Знание и опыт iOS SDK, SWIFT, Objective C, REST, JSON, Git. ;Разработка/доработка сложных мобильных приложений на базе iOS. Мобильные приложения в различных сферах: мобильный банкинг, корпоративные приложения, картографические приложения.;"iOS; Objective-C";480;0.06896551724137931;iOS;1;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
18;97;Developer iOS (Разработка решения Service Desk);3.0;5.0;NAUMEN;2019-12-11T14:18:05+0300;"Naumen – один из IT-лидеров в России*. С 2001 года мы разрабатываем и внедряем интеллектуальные системы и сервисы, которые приносят пользу бизнесу и государству в реальной жизни, а не «на бумаге». Нашими ИТ-продуктами пользуются крупнейшие компании России, входящие в топ-500, из разных отраслей: энергетика, финансовый сектор, телекоммуникации, промышленность, ритейл и госструктуры. Мы амбициозны и не останавливаемся на достигнутом: ежегодно оборот Naumen растет на 30%, количество сотрудников увеличивается на 17%, открываются новые офисы компании. * ТОП-10 крупнейших разработчиков ПО по числу инсталляций в РФ (по версии TAdviser), разработчик №1 в России в сегменте аутсорсинговых контакт-центров (по версии iKS-Consulting) и входим в ТОП-20 работодателей России (по версии HeadHunter). Приглашаем на работу iOS Developer в команду разработки Naumen Service Desk.   Программный продукт Naumen Service Desk предназначен для автоматизации процессов управления ИТ и сервисным обслуживанием на предприятиях.С помощью Naumen Service Desk наши клиенты реализуют сервисную модель управления в ИТ-подразделениях и других внутренних службах, а также используют все преимущества сервисного подхода при оказании услуг клиентам компании.Нашими клиентами являются ИнтерРАО ЕС, Минкомсвязь России, Мираторг, Кари, Госуслуги и многие другие. Также Naumen Service Desk - обладатель международного сертификата PinkVERIFY.   У нас:  современный iOS стек (Swift, MVVM, RxSwift, CoreData, Texture и др.); удобные инструменты и инфраструктурные процессы (Git, CocoaPods, Firebase, Scrum, непрерывная интеграция Jenkins; автоматизированное тестирование: XCUnit); сотни внедрений в компаниях по всей России и странам СНГ. Выход на мировой рынок. Среди наших клиентов: Газпром, Сбербанк, Транснефть, СКБ-Банк, Тинькофф, LSR, СО ЕЭС, Интер РАО и многие другие; проектная и продуктовая разработка.  У Вас:  опыт разработки на объектно-ориентированном языке (Swift, Objective C, Java или др.); знание архитектурных паттернов MVVM, MVC, MVP; опыт работы с iOS окружением (Cocoa Touch фреймворк); знание шаблонов проектирования приложений; опыт работы с REST API; приветствуется знание Texture, RxSwift; опубликованные приложения в App Store; опыт разработки Android приветствуется; дружелюбие (работа в команде); креативность (поиск новых решений, не бояться сложностей); ответственность (довести дело до конца); клиентоориентированность (желание найти решение, которое удовлетворит и клиента, и нас).  Вам в помощь:  команда: дружный коллектив разработчиков, тестировщиков и аналитиков; роботы: десятки серверов во главе с сервером непрерывной интеграции для автоматизированного тестирования и проверок кода; обучение за счет средств компании: конференции, семинары, учебные курсы, литература.  В Naumen мы создали все условия для продуктивной и интересной работы:  индивидуально обсуждаем с каждым кандидатом зарплатные ожидания; лояльный график работы и минимум бюрократии; работа в команде профессионалов в атмосфере взаимопомощи и поддержки; реальная возможность влиять на развитие и качество продукта; возможность профессионального обучения за счет компании; мы поддерживаем развитие ИТ-сообщества и обмен опытом: участвуем во внешних и внутренних конференциях не только в качестве слушателя, но и в качестве спикера, обучаем школьников и студентам программированию, проводим собственные образовательные программы; практикуем индивидуальное планирование карьеры, Performance Review 2 раза в год (80% ключевых сотрудников компании выросли внутри Naumen); заботимся о здоровье наших сотрудников:  ДМС сразу после испытательного срока: посещение специалистов в лучших поликлиниках и стоматологиях города, вызов врача на дом, госпитализация, телемедицина; полис выезжающих за рубеж (покрытие весь мир); вакцинация от гриппа;   насыщенная корпоративная жизнь компании: яркие корпоративы, поздравления с календарными и профессиональными праздниками. Подарки в честь значимых событий в жизни сотрудников: рождение ребенка, свадьба, подарки детям на Новый год; поддерживаем любовь к спорту: есть своя волейбольная команда, команды по кикеру, велопрогулки, возможна частичная компенсация занятий спортом, участвуем в Спартакиаде айтишников; современный и комфортный офис (БЦ Татищевский). В офисе оборудованы комната активного отдыха (настольный теннис, настольный футбол, тренажеры, массажное кресло), душевая кабина. Есть корпоративное кафе, кофе-поинты с разнообразными перекусами. Оборудована велопарковка в подземном паркинге в бизнес-центре. ";;Опыт разработки на объектно-ориентированном языке (Swift, Objective C, Java или др.). Знание архитектурных паттернов MVVM, MVC, MVP. ;Команда: дружный коллектив <highlighttext>разработчиков</highlighttext>, тестировщиков и аналитиков. Роботы: десятки серверов во главе с сервером непрерывной интеграции для автоматизированного тестирования и...;"Git; Java; Scrum; Swift; CocoaPods";497;0.034482758620689655;iOS;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
19;1;Middle/Senior IOS Developer;3.0;5.0;Тинькофф;2019-12-10T08:05:10+0300;"Привет! Мы ищем сильного IOS программиста на проект: Инвестиции в центр разработки, который мы открыли в Екатеринбурге! Мы пишем финансовые приложения для мобильных устройств, постоянно осваиваем новые технологии. Наши приложения уже обслуживают сотни тысяч клиентов каждый день. Наша команда растет и нужен iOS разработчик мобильных приложений. Необходим опыт создания массовых сетевых приложений. Ваши приложения будут оригинальны, технологичны и востребованы! Если ты хочешь:  Стать частью самой продвинутой финансовой компании в России; Создавать и развивать эффективные финансовые продукты, о которых говорят, которыми пользуются и на которые равняются; Получить действительно ценный опыт в финансовой сфере, узнать как это работает изнутри.  И у тебя есть:  Опыт разработки для платформы iOS от 1 года (Objective-C, swift); Проекты в AppStore, которые можно пощупать; Здоровый перфекционизм; Стремление самостоятельно приобретать новые знания и качать скилы.  От нас:  Премия по итогам работы за год; Ежегодный пересмотр заработной платы; Гибкий рабочий график с началом работы с 8:00 до 11:00; ДМС (+стоматология); Компенсация обедов; Оплата конференций, курсов; Компенсация 50% на спорт; Специальные условия на продукты Tinkoff.ru Комфортабельный офис в БЦ Палладиум. ";;"Опыт разработки для платформы iOS от 1 года (Objective-C, swift). Проекты в AppStore, которые можно &quot;пощупать&quot;. Здоровый перфекционизм. ";" Objective-C;iOS; Swift; Git; ООП";;501;0.06896551724137931;iOS;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
20;48;IOS разработчик (Objective-C);2.0;6.0;Сервис заказа такси Максим;2019-12-09T14:27:46+0300;"Максим ищет разработчиков в Екатеринбурге, Челябинске, Тюмени, Кургане и Набережных Челнах. Кто мы: - IT-компания, предоставляющая облачные решения в сфере такси. К нашим сервисам подключено большое количество компаний, среди которых как мелкие региональные игроки, так и компании с мировым именем, с сотнями городов и десятками стран присутствия. Что у нас есть: - сложный высоконагруженный сервис с миллионами пользователей по всему миру и более 5 миллионов установок в App Store. Мы хотим найти человека, который: - знает ООП и шаблоны проектирования, понимает принципы SOLID; - знает iOS SDK (UIKit, Foundation, CoreGraphics, CoreLocation и др.); - хорошо понимает клиент-серверные модели взаимодействия приложений; - знает основные сетевые технологии; - понимает Multithreading/GCD/NSOperationQueue; - отлично знает Interface Builder, Storyboard, AutoLayout; - имеет опыт работы с системами контроля версий Git; Будем большим плюсом, если: - есть опыт коммерческой разработки на Objective-C (Swift будем плюсом) для iOS; - есть опубликованные IOS-приложения (AppStore). Что мы предлагаем: - множество интересных задач, в решении которых вы можете принять полноправное участие; - дружелюбный коллектив профессионалов; - корпоративное обучение; - поездки на it-конференции; - комфортное рабочее место; - компенсацию питания; - бесплатные корпоративные мероприятия (Новый Год, командные выезды и движухи); - уровень заработной платы, который зависит от технических знаний и навыков (регулярные пересмотры при повышении результатов и качества работы).";;Мы хотим найти человека, который: - знает ООП и шаблоны проектирования, понимает принципы SOLID. - знает iOS SDK (UIKit, Foundation, CoreGraphics, CoreLocation...;хорошо понимает клиент-серверные модели взаимодействия приложений.;"Objective-C; iOS; Git";548;0.10344827586206896;iOS;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
21;70;IOS -разработчик;3.0;5.0;КБ «Уральский банк реконструкции и развития» (УБРиР);2019-12-09T08:40:34+0300;"Динамичная команда, которая ежедневно совершенствует себя, свои услуги и продукты, ищет iOS -разработчика. Нам нужен человек, который:  Знает iOS SDK, Swift, структуры и алгоритмы (queue, binary tree, etc); Применяет шаблоны проектирования в своих проектах; Умеет тестировать свой собственный и чужой код (unit tests, integration tests, manual tests). Знает, понимает, использует ООП, SOLID принципы, паттерны проектирования; Знает основы БД и работы с сетью.    Ваша работа:  Разработка нового функционала мобильного банка для физических лиц;  Мы предлагаем:    Профессиональный рост: HR-департамент разрабатывает и проводит обучающие программы для сотрудников. Кроме того, мы часто организуем профессиональные конференции и митапы, обмениваемся опытом с другими командами разработки; Все «белое»: официальную заработную плату дважды в месяц, полугодовую премию по результатам работы, полное соблюдение ТК РФ; Креативный офис в центре Екатеринбурга: кроме комфортного рабочего пространства у нас есть зоны для отдыха с приставками, настольными играми и т.д.; ДМС, оплату спортивных занятий, детского садика. Наши сотрудники имеют возможность оформить льготные кредиты и ипотеку; Увлекательную корпоративную жизнь: конкурсы, спортивные мероприятия и многое другое; Режим работы: пятидневную рабочую неделю с 8:30 до 17:30 (может корректироваться по согласованию с руководителем).  УБРиР – динамичный федеральный банк для современных людей. Основан в 1990 году. Головной офис находится в Екатеринбурге, а, значит, у наших сотрудников есть возможность решать интересные задачи федерального уровня без релокации. Согласно рейтингу журнала Forbes УБРиР включен в топ-10 лучших российских кредитных организаций по уровню доверия к банку, предлагаемым условиям обслуживания, цифровым услугам и финансовым консультациям. ЦБ РФ включил УБРиР в перечень кредитных организаций, признанных значимыми на рынке платёжных услуг. Мы ценим своих сотрудников и помогаем им реализовать свой потенциал и построить успешную карьеру. В 2018 году 20% сотрудников банка выросли по карьерной лестнице. Нам важно собрать сильную и успешную команду единомышленников, которым интересно вместе двигаться к общей цели. И, как отмечают сотрудники, у нас это получается.  ";"    Профессиональный рост: HR-департамент разрабатывает и проводит обучающие программы для сотрудников. Кроме того, мы часто организуем профессиональные конференции и митапы, обмениваемся опытом с другими командами разработки; Все «белое»: официальную заработную плату дважды в месяц, полугодовую премию по результатам работы, полное соблюдение ТК РФ; Креативный офис в центре Екатеринбурга: кроме комфортного рабочего пространства у нас есть зоны для отдыха с приставками, настольными играми и т.д.; ДМС, оплату спортивных занятий, детского садика. Наши сотрудники имеют возможность оформить льготные кредиты и ипотеку; Увлекательную корпоративную жизнь: конкурсы, спортивные мероприятия и многое другое; Режим работы: пятидневную рабочую неделю с 8:30 до 17:30 (может корректироваться по согласованию с руководителем).  УБРиР – динамичный федеральный банк для современных людей. Основан в 1990 году. Головной офис находится в Екатеринбурге, а, значит, у наших сотрудников есть возможность решать интересные задачи федерального уровня без релокации. Согласно рейтингу журнала Forbes УБРиР включен в топ-10 лучших российских кредитных организаций по уровню доверия к банку, предлагаемым условиям обслуживания, цифровым услугам и финансовым консультациям. ЦБ РФ включил УБРиР в перечень кредитных организаций, признанных значимыми на рынке платёжных услуг. Мы ценим своих сотрудников и помогаем им реализовать свой потенциал и построить успешную карьеру. В 2018 году 20% сотрудников банка выросли по карьерной лестнице. Нам важно собрать сильную и успешную команду единомышленников, которым интересно вместе двигаться к общей цели. И, как отмечают сотрудники, у нас это получается.  ";Знает iOS SDK, Swift, структуры и алгоритмы (queue, binary tree, etc). Применяет шаблоны проектирования в своих проектах. Умеет тестировать свой...;Разработка нового функционала мобильного банка для физических лиц.;"iOS; Работа в команде; Креативность; Design Patterns; Ориентация на результат";570;0.10344827586206896;iOS;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
